## This is from the official XRT page
## GRB | RA | Dec | Err90 | #breaks | lc type | NH_gal | Redshift 
GRB 071020 | 119.6649997283 | 32.8609270851 | 3.5 | 1 | TBD | 6.25&times;10<sup>-2</sup> | 2.146 
GRB 071011 | 8.3878738816 | 61.1335756756 | 4.0 | 0 | TBD | 0.66 | N/A 
GRB 071010B | 150.5377058164 | 45.7311864085 | 3.8 | 0 | TBD | 1.04&times;10<sup>-2</sup> | 0.947 
GRB 071010A | 288.0608496565 | -32.4019558921 | 3.6 | 1 | TBD | 8.99&times;10<sup>-2</sup> | 0.98 
GRB 071008 | 151.588815214 | 44.3214937267 | 5.4 | 0 | TBD | 9.02&times;10<sup>-3</sup> | N/A 
GRB 071003 | 301.8504786338 | 10.9475027584 | 3.5 | 1 | TBD | 0.16 | 1.60435 
GRB 070925 | 253.2142831758 | -22.0289428448 | 4.4 | 0 | TBD | 0.25 | N/A 
GRB 070920B | N/A | N/A | N/A | 0 | TBD | N/A | N/A 
GRB 070917 | 293.9195184922 | 2.4107976982 | 4.6 | 0 | TBD | 0.30 | N/A 
GRB 070913 | 228.7570638733 | -24.2931509165 | 4.9 | 0 | TBD | 0.12 | N/A 
GRB 070911 | 25.8096394679 | -33.4840313697 | 3.6 | 0 | TBD | 2.54&times;10<sup>-2</sup> | N/A 
GRB 070810A | 189.96339 | 10.75091 | 1.5 | 1 | TBD | 1.88&times;10<sup>-2</sup> | 2.17 
GRB 070809 | 203.7696970805 | -22.141657284 | 3.7 | 0 | TBD | 8.59&times;10<sup>-2</sup> | N/A 
GRB 070808 | 6.76402 | 1.17621 | 1.7 | 1 | TBD | 3.06&times;10<sup>-2</sup> | N/A 
GRB 070802 | 36.89914 | -55.52751 | 1.7 | 2 | TBD | 3.18&times;10<sup>-2</sup> | 2.45 
GRB 070729 | 56.31661 | -39.32246 | 3.7 | 0 | TBD | 2.68&times;10<sup>-2</sup> | N/A 
GRB 070724B | 17.4859 | 57.6766 | 2.4 | 0 | TBD | 0.45 | N/A 
GRB 070724A | 27.80786 | -18.5946 | 1.4 | 0 | TBD | 1.21&times;10<sup>-2</sup> | 0.457 
GRB 070721B | 33.13742 | -2.19446 | 1.5 | 2 | TBD | 2.56&times;10<sup>-2</sup> | 3.626 
GRB 070721A | 3.16305 | -28.55019 | 1.7 | 1 | TBD | 1.68&times;10<sup>-2</sup> | N/A 
GRB 070714B | 57.8427 | 28.29759 | 1.4 | 3 | TBD | 9.82&times;10<sup>-2</sup> | 0.92 
GRB 070714A | 42.93049 | 30.24301 | 1.9 | 0 | TBD | 0.15 | N/A 
GRB 070707 | 267.74321 | -68.92426 | 4.0 | 0 | TBD | 7.92&times;10<sup>-2</sup> | N/A 
GRB 070704 | 354.69817 | 66.25312 | 1.4 | 0 | TBD | 0.85 | N/A 
GRB 070628 | 115.27532 | -20.27939 | 1.4 | 1 | TBD | 0.72 | N/A 
GRB 070621 | 323.79209 | -24.81744 | 1.5 | 3 | TBD | 4.43&times;10<sup>-2</sup> | N/A 
GRB 070616 | 32.15185 | 56.94582 | 1.4 | 3 | TBD | 0.48 | N/A 
GRB 070615 | 44.3138317168 | -4.4072149815 | 5.5 | 0 | TBD | N/A | N/A 
GRB 070612B | 261.72685 | -8.75135 | 2.1 | 0 | TBD | 0.30 | N/A 
GRB 070611 | 1.99225 | -29.75571 | 2.1 | 0 | TBD | 1.44&times;10<sup>-2</sup> | 2.04 
GRB 070531 | 6.74275 | 74.31295 | 1.9 | 0 | TBD | 0.35 | N/A 
GRB 070529 | 283.74277 | 20.6594 | 1.5 | 2 | TBD | 0.30 | 2.5 
GRB 070521 | 242.66079 | 30.25603 | 1.4 | 2 | TBD | 3.24&times;10<sup>-2</sup> | 2.0865 
GRB 070520B | 121.87994 | 57.60833 | 2.0 | 0 | TBD | 4.30&times;10<sup>-2</sup> | N/A 
GRB 070520A | 193.36005 | 74.99029 | 2.6 | 1 | TBD | 2.31&times;10<sup>-2</sup> | N/A 
GRB 070518 | 254.19857 | 55.29483 | 1.8 | 1 | TBD | 1.57&times;10<sup>-2</sup> | N/A 
GRB 070517 | 277.6206847356 | -62.2975023655 | 3.6 | 1 | TBD | 0.13 | N/A 
GRB 070509 | 237.95989 | -78.65188 | 2.3 | 0 | TBD | 0.12 | N/A 
GRB 070508 | 312.80046 | -78.38454 | 1.4 | 4 | TBD | 0.12 | 0.82 
GRB 070506 | 347.2179 | 10.72236 | 2.0 | 0 | TBD | 4.44&times;10<sup>-2</sup> | 2.31 
GRB 070429B | 328.01612 | -38.82843 | 3.4 | 0 | TBD | 1.94&times;10<sup>-2</sup> | N/A 
GRB 070429A | 297.70421 | -32.40501 | 2.3 | 2 | TBD | 0.14 | N/A 
GRB 070420 | 121.22989 | -45.55567 | 1.4 | 3 | TBD | 0.47 | N/A 
GRB 070419B | 315.70747 | -31.2636 | 1.5 | 3 | TBD | 9.08&times;10<sup>-2</sup> | 1.9588 
GRB 070419A | 182.7448 | 39.92547 | 1.4 | 2 | TBD | 2.63&times;10<sup>-2</sup> | 0.97 
GRB 070412 | 181.54168 | 40.14321 | 1.7 | 1 | TBD | 2.89&times;10<sup>-2</sup> | N/A 
GRB 070411 | 107.33326 | 1.06457 | 1.7 | 0 | TBD | 0.40 | 2.95 
GRB 070330 | 269.54248 | -63.79296 | 1.4 | 0 | TBD | 6.80&times;10<sup>-2</sup> | N/A 
GRB 070328 | 65.11557 | -34.0668 | 1.4 | 4 | TBD | 2.88&times;10<sup>-2</sup> | 2.0627 
GRB 070318 | 48.48649 | -42.94646 | 1.4 | 3 | TBD | 1.50&times;10<sup>-2</sup> | 0.84 
GRB 070311 | 87.53447 | 3.37488 | 1.6 | 2 | TBD | 0.38 | N/A 
GRB 070309 | 263.6623484627 | -37.9302272464 | 4.8 | 0 | TBD | 0.67 | N/A 
GRB 070306 | 148.09695 | 10.48207 | 1.4 | 3 | TBD | 3.13&times;10<sup>-2</sup> | 1.496 
GRB 070227 | 120.58071 | -46.31405 | 2.5 | 0 | TBD | 0.37 | N/A 
GRB 070224 | 179.02735 | -13.33022 | 1.8 | 1 | TBD | 4.45&times;10<sup>-2</sup> | N/A 
GRB 070223 | 153.45176 | 43.13354 | 1.9 | 2 | TBD | 1.45&times;10<sup>-2</sup> | 1.6295 
GRB 070220 | 34.77874 | 68.80477 | 1.4 | 3 | TBD | 0.49 | N/A 
GRB 070219 | 260.19153 | 69.36997 | 1.9 | 0 | TBD | 4.48&times;10<sup>-2</sup> | N/A 
GRB 070208 | 197.88526 | 61.96516 | 1.6 | 1 | TBD | 1.84&times;10<sup>-2</sup> | 1.17 
GRB 070129 | 37.00402 | 11.68432 | 1.4 | 5 | TBD | 9.97&times;10<sup>-2</sup> | 2.3384 
GRB 070125 | 117.82416 | 31.15106 | 1.6 | 1 | TBD | 5.13&times;10<sup>-2</sup> | 1.5471 
GRB 070110 | 0.9141 | -52.97449 | 1.4 | 2 | TBD | 1.68&times;10<sup>-2</sup> | 2.352 
GRB 070107 | 159.40198 | -53.21321 | 1.4 | 2 | TBD | 0.44 | N/A 
GRB 070103 | 352.55749 | 26.87623 | 1.6 | 1 | TBD | 5.51&times;10<sup>-2</sup> | N/A 
GRB 061222B | 105.35288 | -25.85972 | 1.9 | 1 | TBD | 0.40 | 3.36 
GRB 061222A | 358.26441 | 46.53256 | 1.4 | 3 | TBD | 0.13 | 2.088 
GRB 061217 | N/A | N/A | N/A | 0 | TBD | 3.96&times;10<sup>-2</sup> | 0.827 
GRB 061210 | 144.5216939889 | 15.6216445606 | 4.2 | 0 | TBD | 3.59&times;10<sup>-2</sup> | N/A 
GRB 061202 | 105.52551 | -74.69845 | 1.4 | 2 | TBD | 0.18 | 2.253 
GRB 061201 | 332.13481 | -74.58006 | 1.4 | 1 | TBD | 6.72&times;10<sup>-2</sup> | N/A 
GRB 061126 | 86.60233 | 64.21082 | 1.4 | 0 | TBD | 0.17 | N/A 
GRB 061122 | 303.83283 | 15.51707 | 1.5 | 0 | TBD | 0.20 | N/A 
GRB 061121 | 147.22744 | -13.19521 | 1.4 | 4 | TBD | 4.63&times;10<sup>-2</sup> | 1.314 
GRB 061110B | 323.9187726985 | 6.8758423306 | 3.8 | 0 | TBD | 3.86&times;10<sup>-2</sup> | 3.44 
GRB 061110A | 336.29114 | -2.25868 | 1.7 | 2 | TBD | 5.30&times;10<sup>-2</sup> | 0.757 
GRB 061102 | 148.40754 | -17.02497 | 6.4 | 1 | TBD | 5.30&times;10<sup>-2</sup> | N/A 
GRB 061028 | 97.22745 | 46.29889 | 1.8 | 2 | TBD | 0.19 | N/A 
GRB 061025 | 300.90435 | -48.24358 | 2.5 | 0 | TBD | 4.80&times;10<sup>-2</sup> | N/A 
GRB 061021 | 145.15064 | -21.95161 | 1.4 | 3 | TBD | 5.53&times;10<sup>-2</sup> | 0.3463 
GRB 061019 | 91.62897 | 29.57011 | 1.6 | 1 | TBD | 0.52 | N/A 
GRB 061007 | 46.33163 | -50.50067 | 1.4 | 3 | TBD | 1.89&times;10<sup>-2</sup> | 1.26 
GRB 061006 | 111.03207 | -79.19858 | 1.9 | 0 | TBD | 0.25 | N/A 
GRB 061004 | 97.79514 | -45.90674 | 1.5 | 2 | TBD | 5.46&times;10<sup>-2</sup> | N/A 
GRB 061002 | 220.34838 | 48.74129 | 2.8 | 1 | TBD | 4.19&times;10<sup>-2</sup> | N/A 
GRB 060929 | 263.12071 | 29.83527 | 1.4 | 0 | TBD | 4.21&times;10<sup>-2</sup> | N/A 
GRB 060928 | 127.6256438641 | -42.7493071085 | 4.9 | 0 | TBD | 1.1 | N/A 
GRB 060927 | 329.55013 | 5.36362 | 1.7 | 1 | TBD | 5.54&times;10<sup>-2</sup> | 5.467 
GRB 060926 | 263.93206 | 13.03812 | 2.0 | 1 | TBD | 0.11 | 3.2 
GRB 060923C | 346.1178997561 | 3.9245254866 | 3.6 | 1 | TBD | 6.25&times;10<sup>-2</sup> | N/A 
GRB 060923B | 238.19454 | -30.90368 | 1.9 | 0 | TBD | 0.13 | N/A 
GRB 060923A | 254.61714 | 12.3605 | 1.7 | 2 | TBD | 5.45&times;10<sup>-2</sup> | N/A 
GRB 060919 | 276.92422 | -51.01429 | 2.1 | 0 | TBD | 7.44&times;10<sup>-2</sup> | N/A 
GRB 060912A | 5.28379 | 20.97181 | 1.5 | 0 | TBD | 4.70&times;10<sup>-2</sup> | 0.94 
GRB 060908 | 31.82661 | 0.34224 | 1.4 | 1 | TBD | 2.55&times;10<sup>-2</sup> | 1.8836 
GRB 060906 | 40.75359 | 30.36181 | 1.5 | 1 | TBD | 0.16 | 3.69 
GRB 060904B | 58.21057 | -0.72503 | 1.5 | 1 | TBD | 0.19 | 0.7 
GRB 060904A | 237.7288 | 44.9855 | 5.4 | 2 | TBD | 1.40&times;10<sup>-2</sup> | N/A 
GRB 060901 | 287.1576 | -6.63563 | 2.8 | 0 | TBD | 0.35 | N/A 
GRB 060825 | 18.12277 | 55.79734 | 2.1 | 0 | TBD | 0.43 | N/A 
GRB 060814 | 221.33882 | 20.58598 | 1.4 | 5 | TBD | 2.58&times;10<sup>-2</sup> | 1.9229 
GRB 060813 | 111.89732 | -29.84708 | 1.4 | 3 | TBD | 0.44 | N/A 
GRB 060807 | 252.51087 | 31.59168 | 1.4 | 3 | TBD | 2.70&times;10<sup>-2</sup> | N/A 
GRB 060805B | 272.52277 | 58.15516 | 1.9 | 0 | TBD | 3.56&times;10<sup>-2</sup> | N/A 
GRB 060805A | 220.9313 | 12.58637 | 1.8 | 0 | TBD | 1.67&times;10<sup>-2</sup> | N/A 
GRB 060804 | 112.20539 | -27.21544 | 1.5 | 1 | TBD | 0.59 | N/A 
GRB 060801 | 213.00519 | 16.98194 | 1.4 | 0 | TBD | 1.43&times;10<sup>-2</sup> | 1.13 
GRB 060729 | 95.38248 | -62.37011 | 1.4 | 5 | TBD | 5.40&times;10<sup>-2</sup> | 0.54 
GRB 060719 | 18.43208 | -48.38075 | 1.5 | 2 | TBD | 2.08&times;10<sup>-2</sup> | 1.532 
GRB 060717 | 170.84006 | 28.95098 | 4.2 | 0 | TBD | 1.30&times;10<sup>-2</sup> | N/A 
GRB 060714 | 227.86026 | -6.56645 | 1.4 | 2 | TBD | 7.88&times;10<sup>-2</sup> | 2.71 
GRB 060712 | 184.06751 | 35.53831 | 1.7 | 2 | TBD | 1.73&times;10<sup>-2</sup> | N/A 
GRB 060708 | 7.80751 | -33.75897 | 1.4 | 2 | TBD | 2.17&times;10<sup>-2</sup> | N/A 
GRB 060707 | 357.07902 | -17.90521 | 1.6 | 2 | TBD | 1.54&times;10<sup>-2</sup> | 3.43 
GRB 060614 | 320.88389 | -53.02676 | 1.4 | 4 | TBD | 1.99&times;10<sup>-2</sup> | 0.125 
GRB 060607A | 329.70999 | -22.49634 | 1.4 | 2 | TBD | 2.65&times;10<sup>-2</sup> | 3.082 
GRB 060605 | 322.15544 | -6.05855 | 1.4 | 3 | TBD | 4.74&times;10<sup>-2</sup> | 3.8 
GRB 060604 | 337.22931 | -10.91568 | 1.5 | 2 | TBD | 4.78&times;10<sup>-2</sup> | 2.68 
GRB 060602B | 267.38245 | -28.13455 | 1.7 | 0 | TBD | 1.4 | N/A 
GRB 060602A | N/A | N/A | N/A | 0 | TBD | 2.72&times;10<sup>-2</sup> | N/A 
GRB 060526 | 232.8264 | 0.28485 | 1.5 | 2 | TBD | 6.32&times;10<sup>-2</sup> | 3.21 
GRB 060522 | 322.93691 | 2.88611 | 1.5 | 1 | TBD | 4.90&times;10<sup>-2</sup> | 5.11 
GRB 060515 | 127.28696 | 73.56725 | 4.0 | 0 | TBD | 2.64&times;10<sup>-2</sup> | N/A 
GRB 060512 | 195.77393 | 41.19084 | 1.4 | 0 | TBD | 1.60&times;10<sup>-2</sup> | 0.4428 
GRB 060510B | 239.12174 | 78.57042 | 1.4 | 2 | TBD | 4.60&times;10<sup>-2</sup> | 4.9 
GRB 060510A | 95.8665 | -1.16303 | 1.4 | 1 | TBD | 0.50 | N/A 
GRB 060507 | 89.96142 | 75.24866 | 1.6 | 0 | TBD | 0.14 | N/A 
GRB 060505 | 331.76375 | -27.81465 | 2.5 | 0 | TBD | 1.84&times;10<sup>-2</sup> | 0.0894 
GRB 060502B | 278.93756 | 52.63113 | 7.8 | 0 | TBD | 4.90&times;10<sup>-2</sup> | N/A 
GRB 060502A | 240.92778 | 66.60064 | 1.5 | 2 | TBD | 3.84&times;10<sup>-2</sup> | 1.51 
GRB 060501 | 328.3776073534 | 43.9984847186 | 5.5 | 0 | TBD | N/A | N/A 
GRB 060428B | 235.35676 | 62.02494 | 1.5 | 1 | TBD | 1.38&times;10<sup>-2</sup> | N/A 
GRB 060428A | 123.54534 | -37.16996 | 1.4 | 3 | TBD | 0.91 | N/A 
GRB 060427 | 124.2671357807 | 62.6713743615 | 3.6 | 1 | TBD | 4.54&times;10<sup>-2</sup> | N/A 
GRB 060421 | 343.63706 | 62.73132 | 1.9 | 0 | TBD | 1.0 | N/A 
GRB 060418 | 236.42754 | -3.63896 | 1.4 | 4 | TBD | 0.16 | 1.49 
GRB 060413 | 291.28266 | 13.75848 | 1.4 | 3 | TBD | 1.2 | N/A 
GRB 060403 | 282.3401 | 8.32949 | 3.1 | 2 | TBD | 0.58 | N/A 
GRB 060323 | 174.438 | 49.98537 | 1.9 | 0 | TBD | 1.56&times;10<sup>-2</sup> | N/A 
GRB 060322 | 274.2358635145 | -36.708631214 | 5.1 | 0 | TBD | 0.16 | N/A 
GRB 060319 | 176.38762 | 60.01087 | 1.4 | 3 | TBD | 1.56&times;10<sup>-2</sup> | N/A 
GRB 060313 | 66.61873 | -10.84484 | 1.4 | 3 | TBD | 6.17&times;10<sup>-2</sup> | N/A 
GRB 060312 | 45.77466 | 12.83356 | 3.3 | 1 | TBD | 0.19 | N/A 
GRB 060306 | 41.09526 | -2.14857 | 1.4 | 2 | TBD | 3.84&times;10<sup>-2</sup> | 1.55 
GRB 060223A | 55.20661 | -17.1305 | 1.7 | 0 | TBD | 9.90&times;10<sup>-2</sup> | 4.41 
GRB 060219 | 241.83962 | 32.31596 | 1.7 | 2 | TBD | 2.58&times;10<sup>-2</sup> | N/A 
GRB 060218 | 50.41535 | 16.86714 | 1.4 | 2 | TBD | 0.14 | 0.0331 
GRB 060211B | 75.07158 | 14.94937 | 1.8 | 0 | TBD | 0.30 | N/A 
GRB 060211A | 58.38595 | 21.48864 | 1.5 | 2 | TBD | 0.18 | N/A 
GRB 060210 | 57.73909 | 27.02612 | 1.4 | 3 | TBD | 8.64&times;10<sup>-2</sup> | 3.91 
GRB 060206 | 202.93063 | 35.05085 | 1.4 | 2 | TBD | 9.62&times;10<sup>-3</sup> | 4.05 
GRB 060204B | 211.81243 | 27.67679 | 1.4 | 2 | TBD | 1.75&times;10<sup>-2</sup> | 2.3393 
GRB 060203 | 103.51619 | 71.81073 | 1.5 | 0 | TBD | 9.45&times;10<sup>-2</sup> | N/A 
GRB 060202 | 35.84589 | 38.38425 | 1.4 | 1 | TBD | 5.13&times;10<sup>-2</sup> | 0.785 
GRB 060124 | 77.1078 | 69.7407 | 1.4 | 2 | TBD | 0.13 | 2.297 
GRB 060123 | 179.69956 | 45.51415 | 2.3 | 0 | TBD | 1.33&times;10<sup>-2</sup> | N/A 
GRB 060121 | 137.46697 | 45.66286 | 1.7 | 0 | TBD | 1.47&times;10<sup>-2</sup> | N/A 
GRB 060116 | 84.69276 | -5.43705 | 1.6 | 0 | TBD | 0.32 | N/A 
GRB 060115 | 54.0346 | 17.34525 | 1.4 | 2 | TBD | 0.15 | 3.53 
GRB 060111B | 286.42739 | 70.37601 | 1.5 | 2 | TBD | 0.11 | N/A 
GRB 060111A | 276.20449 | 37.60394 | 1.5 | 1 | TBD | 3.27&times;10<sup>-2</sup> | N/A 
GRB 060110 | 72.7406792406 | 28.4318726562 | 4.3 | 0 | TBD | 0.36 | N/A 
GRB 060109 | 282.68192 | 31.99085 | 1.5 | 3 | TBD | 0.15 | N/A 
GRB 060108 | 147.00864 | 31.91867 | 1.6 | 1 | TBD | 1.89&times;10<sup>-2</sup> | N/A 
GRB 060105 | 297.50289 | 46.34892 | 1.4 | 4 | TBD | 0.23 | N/A 
GRB 051227 | 125.2421725665 | 31.9256396943 | 3.7 | 1 | TBD | 3.84&times;10<sup>-2</sup> | N/A 
GRB 051221B | 312.39718 | 53.0363 | 2.7 | 0 | TBD | 0.60 | N/A 
GRB 051221A | 328.70252 | 16.89067 | 1.5 | 2 | TBD | 7.52&times;10<sup>-2</sup> | 0.5465 
GRB 051211B | 345.67355 | 55.08078 | 1.7 | 0 | TBD | 0.46 | N/A 
GRB 051210 | 330.17159 | -57.61372 | 2.1 | 0 | TBD | 2.04&times;10<sup>-2</sup> | N/A 
GRB 051117B | 85.18073 | -19.27423 | 2.1 | 0 | TBD | 5.57&times;10<sup>-2</sup> | N/A 
GRB 051117A | 228.39179 | 30.86996 | 1.7 | 5 | TBD | 1.90&times;10<sup>-2</sup> | N/A 
GRB 051111 | 348.13788 | 18.37451 | 1.6 | 0 | TBD | 8.22&times;10<sup>-2</sup> | 1.55 
GRB 051109B | 345.45983 | 38.67963 | 1.6 | 1 | TBD | 0.18 | N/A 
GRB 051109A | 330.31384 | 40.82303 | 1.4 | 2 | TBD | 0.26 | 2.346 
GRB 051028 | 27.06271 | 47.75279 | 2.1 | 0 | TBD | 0.18 | N/A 
GRB 051022 | 359.01712 | 19.60656 | 1.4 | 2 | TBD | 4.48&times;10<sup>-2</sup> | 0.8 
GRB 051021B | 126.05102 | -45.54123 | 1.7 | 0 | TBD | 0.85 | N/A 
GRB 051021A | 29.15127 | 9.06746 | 1.7 | 0 | TBD | 5.68&times;10<sup>-2</sup> | N/A 
GRB 051016B | 132.11597 | 13.65564 | 1.5 | 3 | TBD | 3.54&times;10<sup>-2</sup> | 0.9364 
GRB 051016A | 122.81929 | -18.29797 | 1.7 | 1 | TBD | 0.17 | N/A 
GRB 051012 | 270.5449528125 | -52.7873253713 | 9.9 | 0 | TBD | N/A | N/A 
GRB 051008 | 202.87322 | 42.09822 | 1.4 | 1 | TBD | 9.88&times;10<sup>-3</sup> | N/A 
GRB 051006 | 110.80874 | 9.50541 | 1.6 | 0 | TBD | 9.87&times;10<sup>-2</sup> | 1.059 
GRB 051001 | 350.95306 | -31.52299 | 1.9 | 2 | TBD | 1.20&times;10<sup>-2</sup> | 2.4296 
GRB 050922C | 317.38777 | -8.75842 | 1.5 | 1 | TBD | 7.58&times;10<sup>-2</sup> | 2.198 
GRB 050922B | 5.80569 | -5.6048 | 2.0 | 3 | TBD | 3.52&times;10<sup>-2</sup> | 4.9 
GRB 050916 | 135.98825 | -51.4287 | 1.5 | 0 | TBD | 0.95 | N/A 
GRB 050915B | 219.10836 | -67.40937 | 1.7 | 1 | TBD | 0.35 | N/A 
GRB 050915A | 81.68677 | -28.0165 | 1.5 | 3 | TBD | 2.18&times;10<sup>-2</sup> | N/A 
GRB 050908 | 20.46127 | -12.95508 | 1.4 | 0 | TBD | 2.56&times;10<sup>-2</sup> | 3.35 
GRB 050904 | 13.7118453098 | 14.0859218765 | 3.5 | 3 | TBD | 5.64&times;10<sup>-2</sup> | 6.29 
GRB 050827 | 64.28993 | 18.20034 | 1.6 | 0 | TBD | 0.30 | N/A 
GRB 050826 | 87.75652 | -2.64347 | 1.6 | 0 | TBD | 0.33 | 0.297 
GRB 050824 | 12.23415 | 22.60911 | 1.6 | 0 | TBD | 4.19&times;10<sup>-2</sup> | 0.83 
GRB 050822 | 51.11324 | -46.03322 | 1.5 | 2 | TBD | 1.47&times;10<sup>-2</sup> | 1.434 
GRB 050820B | 135.6056527338 | -72.6455020503 | 3.8 | 0 | TBD | 0.12 | N/A 
GRB 050820A | 337.40889 | 19.56022 | 1.4 | 3 | TBD | 5.22&times;10<sup>-2</sup> | 2.612 
GRB 050819 | 358.7567 | 24.86083 | 1.7 | 1 | TBD | 6.17&times;10<sup>-2</sup> | N/A 
GRB 050815 | 293.59575 | 9.14674 | 1.7 | 1 | TBD | 0.37 | N/A 
GRB 050814 | 264.18903 | 46.3394 | 1.5 | 4 | TBD | 2.47&times;10<sup>-2</sup> | 5.3 
GRB 050813 | 241.98708 | 11.24919 | 3.8 | 0 | TBD | N/A | N/A 
GRB 050803 | 350.65767 | 5.78568 | 1.4 | 2 | TBD | 6.40&times;10<sup>-2</sup> | 4.3 
GRB 050802 | 219.27443 | 27.78657 | 1.4 | 5 | TBD | 1.96&times;10<sup>-2</sup> | 1.71 
GRB 050801 | 204.14718 | -21.92853 | 1.6 | 0 | TBD | 8.51&times;10<sup>-2</sup> | N/A 
GRB 050730 | 212.07152 | -3.77186 | 1.4 | 5 | TBD | 3.51&times;10<sup>-2</sup> | 3.97 
GRB 050726 | 200.04979 | -32.06424 | 1.5 | 1 | TBD | 5.98&times;10<sup>-2</sup> | N/A 
GRB 050724 | 246.18466 | -27.54078 | 1.6 | 3 | TBD | 0.28 | 0.257 
GRB 050721 | 253.43562 | -28.38123 | 2.0 | 1 | TBD | 0.25 | N/A 
GRB 050717 | 214.352358781 | -50.5334254436 | 3.5 | 2 | TBD | 0.33 | N/A 
GRB 050716 | 338.58661 | 38.68428 | 1.5 | 2 | TBD | 0.12 | N/A 
GRB 050714B | 169.69853 | -15.54724 | 1.4 | 1 | TBD | 5.50&times;10<sup>-2</sup> | N/A 
GRB 050714 | 43.5959715646 | 69.1126714677 | 4.2 | 0 | TBD | 0.47 | N/A 
GRB 050713B | 307.81489 | 60.94526 | 1.4 | 3 | TBD | 0.33 | N/A 
GRB 050713A | 320.53843 | 77.07467 | 1.5 | 2 | TBD | 0.22 | N/A 
GRB 050712 | 77.70025 | 64.91347 | 1.7 | 2 | TBD | 0.21 | N/A 
GRB 050701 | 227.25549 | -59.4144 | 3.4 | 0 | TBD | 1.6 | N/A 
GRB 050607 | 300.178305467 | 9.1419337711 | 3.5 | 2 | TBD | 0.20 | N/A 
GRB 050603 | 39.98711 | -25.18188 | 1.5 | 0 | TBD | 2.39&times;10<sup>-2</sup> | 2.821 
GRB 050525A | 278.13599 | 26.33934 | 1.7 | 1 | TBD | 0.13 | 0.606 
GRB 050520 | 192.5249364216 | 30.4511928488 | 4.1 | 0 | TBD | 1.31&times;10<sup>-2</sup> | N/A 
GRB 050509B | 189.05739 | 28.98426 | 5.4 | 0 | TBD | 1.63&times;10<sup>-2</sup> | 0.225 
GRB 050509A | 310.58344 | 54.07126 | 2.9 | 0 | TBD | 0.45 | N/A 
GRB 050505 | 141.76394 | 30.27343 | 1.4 | 2 | TBD | 1.83&times;10<sup>-2</sup> | 4.27 
GRB 050504 | 201.00554 | 40.70402 | 3.9 | 0 | TBD | 1.14&times;10<sup>-2</sup> | N/A 
GRB 050502B | 142.54222 | 16.99659 | 1.5 | 0 | TBD | 3.98&times;10<sup>-2</sup> | N/A 
GRB 050422 | 324.4779698588 | 55.7791386166 | 3.8 | 0 | TBD | 1.1 | N/A 
GRB 050421 | 307.26157 | 73.65497 | 1.4 | 0 | TBD | 0.29 | N/A 
GRB 050416A | 188.47763 | 21.05738 | 1.4 | 1 | TBD | 2.69&times;10<sup>-2</sup> | 0.6535 
GRB 050412 | 181.1052759535 | -1.2001457008 | 4.0 | 0 | TBD | 2.06&times;10<sup>-2</sup> | N/A 
GRB 050410 | 89.80711 | 79.60361 | 2.4 | 0 | TBD | 9.67&times;10<sup>-2</sup> | N/A 
GRB 050408 | 180.57219 | 10.85264 | 1.4 | 1 | TBD | 1.87&times;10<sup>-2</sup> | 1.236 
GRB 050406 | 34.4673 | -50.188 | 2.5 | 0 | TBD | 1.97&times;10<sup>-2</sup> | N/A 
GRB 050401 | 247.8700293354 | 2.1873429312 | 3.5 | 1 | TBD | 5.45&times;10<sup>-2</sup> | 2.9 
GRB 050326 | 6.94629 | -71.37105 | 2.0 | 0 | TBD | 4.64&times;10<sup>-2</sup> | N/A 
GRB 050319 | 154.19965 | 43.54797 | 1.9 | 1 | TBD | 1.31&times;10<sup>-2</sup> | 3.24 
GRB 050318 | 49.71299 | -46.39602 | 1.4 | 1 | TBD | 1.97&times;10<sup>-2</sup> | 1.44 
GRB 050315 | 306.47569 | -42.60053 | 1.6 | 4 | TBD | 4.34&times;10<sup>-2</sup> | 1.949 
GRB 050223 | 271.38496 | -62.4723 | 3.3 | 0 | TBD | 9.37&times;10<sup>-2</sup> | 0.5915 
GRB 050219B | 81.31716 | -57.75791 | 1.7 | 0 | TBD | 3.30&times;10<sup>-2</sup> | N/A 
GRB 050219A | 166.41232 | -40.68408 | 2.4 | 1 | TBD | 0.14 | N/A 
GRB 050215B | 174.44819 | 40.79697 | 3.0 | 0 | TBD | 1.96&times;10<sup>-2</sup> | N/A 
GRB 050128 | 219.57385 | -34.76537 | 2.1 | 1 | TBD | 6.73&times;10<sup>-2</sup> | N/A 
GRB 050126 | 278.1128473333 | 42.3704666143 | 3.6 | 0 | TBD | 5.50&times;10<sup>-2</sup> | 1.29 
GRB 050124 | 192.87695 | 13.04422 | 1.7 | 0 | TBD | 2.91&times;10<sup>-2</sup> | N/A 
GRB 041223 | 100.1973773949 | -37.0734871505 | 3.6 | 0 | TBD | 0.14 | N/A 
GRB 041218 | 24.7806410218 | 71.3414531888 | 5.1 | 0 | TBD | 0.42 | N/A 
