Burst_Name,Burst_PNG,Workflow,BurstID,Simple,Extended,Other,Too_Noisy,Verify,Symmetrical,FastRiseSlowDecay,UnderlyingEmission,RapidlyVarying,Primary_Z_Score,Primary_P_Value,Primary_Confidence_Level,Secondary_Z_Score,Secondary_P_Value,Secondary_Confidence_Level,Cluster,Color
GRB080721,GRB080721_317508.png,25637,95373230,18,13,0,3,Simple,16,12,2,0,2.254885150568321,0.1094422500573821,0.8905577499426178,1.068103492374468,0.1369827782109571,0.8630172217890428,4,gray
GRB080723A,GRB080723A_317662.png,25637,95373232,1,4,15,1,Other,7,12,10,0,2.9314195092110324,0.0609307430705798,0.93906925692942,-0.3758230140014144,0.2912280448146898,0.7087719551853102,3,orange
GRB080725,GRB080725_317888.png,25637,95373234,17,1,13,2,Simple,25,6,8,0,2.1946557273221443,0.1157489203103832,0.8842510796896168,1.191384537689164,0.1665816773680184,0.8334183226319816,6,brown
GRB080727A,GRB080727A_318094.png,25637,95373235,13,1,3,1,Simple,14,0,2,0,2.9593201512468634,0.0595765082563273,0.9404234917436728,-0.5222329678670935,0.3101009010817721,0.6898990989182279,7,pink
GRB080727B,GRB080727B_318101.png,25637,95373236,0,0,11,0,Other,10,1,4,0,3.0,0.0576688856224374,0.9423311143775626,-1.0,0.3910022189557705,0.6089977810442295,3,orange
GRB080727C,GRB080727C_318170.png,25637,95373237,3,9,15,1,Other,5,18,17,0,2.5298221281347035,0.0854374361479988,0.9145625638520012,0.6324555320336759,0.1540309030009361,0.8459690969990639,5,purple
GRB080802,GRB080802_318832.png,25637,95373238,5,15,4,9,Extended,6,12,6,0,2.70451128134142,0.0735048259734481,0.926495174026552,0.30050125348238,0.1871498441707111,0.8128501558292889,2,green
GRB080804,GRB080804_319016.png,25637,95373239,12,12,1,3,Simple/Extended,1,24,3,0,1.7149858514250882,0.1317505435586392,0.8682494564413608,1.7149858514250882,0.1848573506199864,0.8151426493800136,4,gray
GRB080805,GRB080805_319036.png,25637,95373241,10,15,3,3,Extended,2,27,4,0,2.477637207378607,0.0894568983398838,0.9105431016601162,0.7689218919450849,0.2029887951984432,0.7970112048015567,4,gray
GRB080810,GRB080810_319584.png,25637,95373243,0,3,16,3,Other,10,3,15,0,2.9405881764588204,0.0604815025720697,0.9395184974279304,-0.7001400420140048,0.2211282706537889,0.7788717293462111,3,orange
GRB080903,GRB080903_323542.png,25637,95373246,14,17,1,2,Extended,1,28,6,0,2.0768805540571886,0.1293877447800722,0.8706122552199278,1.3438638879193574,0.1642532174871553,0.8357467825128446,4,gray
GRB080905A,GRB080905A_323870.png,25637,95373247,11,0,0,1,Simple,5,3,2,0,2.9883494705505136,0.0582072907029989,0.9417927092970012,-0.7470873676376284,0.3440648051305601,0.6559351948694399,1,blue
GRB080905B,GRB080905B_323898.png,25637,95373248,1,11,10,2,Extended/Other,8,14,10,0,1.9127301391900149,0.1517179553040044,0.8482820446959956,1.5301841113520118,0.1517179553040044,0.8482820446959956,8,cyan
GRB080906,GRB080906_323984.png,25637,95373249,12,10,9,5,Simple,8,13,14,0,2.0380986614602725,0.0727047131093296,0.9272952868906704,0.6793662204867574,0.1342921938370425,0.8657078061629575,6,brown
GRB080913,GRB080913_324561.png,25637,95373250,16,3,10,1,Simple,14,3,14,0,2.4797048554642074,0.0892932866491142,0.9107067133508856,0.7293249574894728,0.1542013791172969,0.8457986208827031,6,brown
GRB080915A,GRB080915A_324744.png,25637,95373251,5,7,10,7,Other,10,5,8,0,2.6678918753996625,0.0758264911735795,0.9241735088264204,-0.2425356250363329,0.1170390355395114,0.8829609644604886,8,cyan
GRB080915B,GRB080915B_324805.png,25637,95373253,12,0,1,0,Simple,8,5,0,0,2.9902518020086637,0.0581189488320708,0.9418810511679292,-0.7689218919450849,0.3477243781102923,0.6522756218897077,1,blue
GRB080916A,GRB080916A_324895.png,25637,95373254,2,16,9,2,Extended,4,23,15,0,2.6111648393354674,0.0796049808179062,0.9203950191820938,0.5222329678670935,0.2151699425695499,0.7848300574304501,8,cyan
GRB080916B,GRB080916B_324907.png,25637,95373256,3,15,7,3,Extended,6,12,12,0,2.82842712474619,0.0662756027415243,0.9337243972584756,0.0,0.2522154963555043,0.7477845036444957,8,cyan
GRB080919,GRB080919_325268.png,25637,95373258,12,1,0,1,Simple,9,2,0,0,2.989672946978801,0.0581458123112459,0.941854187688754,-0.8793155726408238,0.3060177571255631,0.6939822428744369,1,blue
GRB080928,GRB080928_326115.png,25637,95373259,14,6,9,3,Simple,17,10,7,0,2.5584085962673253,0.0833295821619475,0.9166704178380524,0.4264014327112208,0.1227776784205947,0.8772223215794053,6,brown
GRB081007,GRB081007_330856.png,25637,95373260,11,0,2,0,Simple,10,1,3,0,2.9512657942855025,0.0599635431435474,0.9400364568564524,-0.4760106119815326,0.3038884633253078,0.6961115366746922,1,blue
GRB081008,GRB081008_331093.png,25637,95373261,0,8,18,0,Other,18,5,9,0,2.6919463855110037,0.0742913847792168,0.9257086152207832,0.3511234415883917,0.2254778786108471,0.7745221213891529,5,purple
GRB081011,GRB081011_331332.png,25637,95373263,5,5,9,6,Other,5,10,7,0,2.905487990874559,0.0622241275996999,0.9377758724003,-0.2641352718976871,0.2783193560920389,0.721680643907961,9,yellow
GRB081012,GRB081012_331475.png,25637,95373264,12,3,13,2,Simple/Other,13,3,14,0,1.8958004657507064,0.1542689831410866,0.8457310168589134,1.5511094719778504,0.1542689831410866,0.8457310168589134,6,brown
GRB081016B,GRB081016B_331856.png,25637,95373266,12,0,0,0,Simple,9,1,1,0,3.0,0.0576688856224374,0.9423311143775626,-1.0,0.3910022189557705,0.6089977810442295,1,blue
GRB081022,GRB081022_332399.png,25637,95373268,10,6,9,4,Simple,13,7,5,0,1.997250857807048,0.0993650373500374,0.9006349626499626,1.270977818604485,0.1396977396337235,0.8603022603662764,6,brown
GRB081024A,GRB081024A_332516.png,25637,95373270,11,0,0,0,Simple,10,0,0,0,3.0,0.0576688856224374,0.9423311143775626,-1.0,0.3910022189557705,0.6089977810442295,1,blue
GRB081028A,GRB081028A_332851.png,25637,95373271,0,6,16,4,Other,11,7,10,0,2.791302009184033,0.0683448337787464,0.9316551662212536,-0.1469106320623175,0.1521502131187484,0.8478497868812516,5,purple
GRB081029,GRB081029_332931.png,25637,95373272,1,2,2,12,Too Noisy,2,0,2,0,2.987590432845045,0.0582425864755564,0.9417574135244436,-0.8673649643743679,0.2990217558575261,0.7009782441424739,0,red
GRB081101,GRB081101_333320.png,25637,95373273,11,0,1,0,Simple,10,1,1,0,2.9883494705505136,0.0582072907029989,0.9417927092970012,-0.7470873676376284,0.3440648051305601,0.6559351948694399,1,blue
GRB081102,GRB081102_333427.png,25637,95373274,6,12,12,3,Extended/Other,11,14,17,0,1.6666666666666667,0.101837970377407,0.898162029622593,1.6666666666666667,0.1941713456120584,0.8058286543879416,8,cyan
GRB081104,GRB081104_333666.png,25637,95373275,10,4,10,4,Simple/Other,12,4,6,0,1.7320508075688774,0.1816901138162092,0.8183098861837907,1.7320508075688774,0.1816901138162092,0.8183098861837907,6,brown
GRB081105A,,25637,95373276,22,1,7,2,Simple,13,5,4,0,2.8879794895246214,0.063116855015499,0.936883144984501,-0.2062842492517586,0.244467018003966,0.7555329819960339,7,pink
GRB081109A,GRB081109A_334112.png,25637,95373278,14,16,0,1,Simple/Extended,8,16,6,0,1.9593399209860056,0.1449455419099909,0.855054458090009,1.4843484249893983,0.1629418474458819,0.8370581525541181,4,gray
