Burst_Name,BurstID,Burst_PNG,Simple,Extended,Other,Too_Noisy,Symmetrical,FastRiseSlowDecay,UnderlyingEmission,RapidlyVarying,Verify,Simple_Zscore,Simple_Pvalue,Simple_Confidence,Extended_Zscore,Extended_Pvalue,Extended_Confidence,Other_Zscore,Other_Pvalue,Other_Confidence,Too_Noisy_Zscore,Too_Noisy_Pvalue,Too_Noisy_Confidence,Final_Confidence
GRB050904,95372863,GRB050904_153514.png,2,4,14,11,11,1,11,0,Too_Noisy,-0.8871220999607408,0.3750131668935044,0.6249868331064956,-0.48593993109352296,0.627009755861083,0.372990244138917,0.5156037317743418,0.6061312033939961,0.39386879660600393,1.233049536019196,0.21755728334746882,0.7824427166525312,0.7824427166525312
GRB050908,95372864,GRB050908_154112.png,14,0,1,2,13,1,1,0,Simple,1.6338832544806354,0.10228336651256931,0.8977166334874307,-1.2454783546646422,0.21295596714697496,0.787044032853025,-1.049897635836417,0.29376517866715,0.70623482133285,-0.09468430405308818,0.9245655855116475,0.07543441448835253,0.8977166334874307
GRB050911,95372865,GRB050911_154630.png,3,4,17,1,14,12,4,0,Other,-0.7028366085510762,0.4821575800524678,0.5178424199475322,-0.3036507094364543,0.7613940139566515,0.23860598604334848,1.425863367550337,0.15390778529107463,0.8460922147089254,-0.529331253939151,0.596575678280735,0.403424321719265,0.8460922147089254
GRB050915A,95372866,GRB050915A_155242.png,3,8,12,4,5,5,16,0,,-0.7323603823686452,0.4639486331512024,0.5360513668487976,0.4986469142764463,0.6180281486564163,0.3819718513435837,0.4870331217374304,0.6262348590025555,0.3737651409974445,0.0760524327147255,0.939377383674975,0.06062261632502497,0.27211986955535106
GRB050915B,95372868,GRB050915B_155284.png,3,15,10,2,6,19,15,0,Extended,-0.7692650996406064,0.4417359511954251,0.5582640488045749,1.697733036673445,0.08955815948652757,0.9104418405134724,0.044188666165304875,0.9647540163197919,0.03524598368020815,-0.3800585640792911,0.7039019430649827,0.29609805693501734,0.9104418405134724
GRB050916,95372869,GRB050916_155408.png,2,1,15,12,6,2,12,0,Too_Noisy,-0.8799792514564903,0.37887054972184675,0.6211294502781533,-1.0492642619087698,0.29405650950920537,0.7059434904907946,0.7084553495234933,0.4786625307728891,0.5213374692271109,1.4858500591689592,0.13731878574548895,0.862681214254511,0.862681214254511
GRB050922B,95372870,GRB050922B_156434.png,1,2,3,14,3,2,4,0,Too_Noisy,-0.9353363273644321,0.34961499948061636,0.6503850005193836,-0.6568360763970247,0.5112863244566006,0.4887136755433994,-0.6865046855287023,0.4923949106614687,0.5076050893385313,3.1651678200923836,0.0015499352674490652,0.9984500647325509,0.9984500647325509
GRB050922C,95372872,GRB050922C_156467.png,11,1,0,0,10,0,1,0,Simple,1.943231619848546,0.05198817925069932,0.9480118207493007,-0.7549431227749609,0.45028311003059374,0.5497168899694063,-1.2843447005510717,0.19902137277041776,0.8009786272295822,-0.7532402887289411,0.45130553312602073,0.5486944668739793,0.9480118207493007
GRB050925,95372875,GRB050925_156838.png,13,0,2,0,12,1,0,0,Simple,1.7771603921247203,0.07554185410365677,0.9244581458963432,-1.2454783546646422,0.21295596714697496,0.787044032853025,-0.7529313538645211,0.45149116582384075,0.5485088341761593,-0.7532402887289411,0.45130553312602073,0.5486944668739793,0.9244581458963432
GRB051001,95372876,GRB051001_157870.png,3,3,16,14,9,2,13,0,Too_Noisy,-0.8246221755485483,0.40958612757353396,0.590413872426466,-0.7549431227749609,0.45028311003059374,0.5497168899694063,0.4870331217374304,0.6262348590025555,0.3737651409974445,1.4236531050606838,0.1545469149878287,0.8454530850121713,0.8454530850121713
GRB051006,95372877,GRB051006_158593.png,5,6,16,4,12,3,13,0,,-0.5656939172694653,0.5716018709336044,0.4283981290663956,-0.10617071930796336,0.9154469022197365,0.08455309778026354,0.7727392221065438,0.43967672928779833,0.5603232707122017,-0.03095307972961855,0.9753069586763206,0.024693041323679443,0.5603232707122017
GRB051008,95372878,GRB051008_158855.png,9,7,15,2,21,7,16,0,,-0.19556449477648147,0.8449510526701793,0.15504894732982066,0.0031567810545462933,0.9974812573180669,0.002518742681933084,0.5272917086076238,0.5979910312073522,0.4020089687926478,-0.41398417541107746,0.6788856960943428,0.3211143039056572,0.20226385573729044
GRB051016A,95372880,GRB051016A_159913.png,6,13,8,3,10,7,12,0,Extended,-0.43712264419295505,0.6620224060120121,0.3379775939879879,1.3053048511617,0.19178906284666208,0.8082109371533379,-0.2215180071779704,0.8246891171440536,0.17531088285594643,-0.19346770175446606,0.8465926984451286,0.15340730155487137,0.8082109371533379
GRB051016B,95372881,GRB051016B_159994.png,16,1,5,1,6,9,9,0,Simple,1.2091486567214904,0.22660573887200774,0.7733942611279923,-0.9895469293308955,0.3223956208862062,0.6776043791137938,-0.41790989617082613,0.6760129967798303,0.3239870032201697,-0.509860903087865,0.6101489142886112,0.3898510857113888,0.7733942611279923
GRB051021B,95372882,GRB051021B_160672.png,1,8,1,1,0,9,2,0,Extended,-0.7994598683176656,0.4240238079450225,0.5759761920549775,3.035556396372576,0.0024009231763941763,0.9975990768236058,-0.9220174187193326,0.35651948994258786,0.6434805100574121,-0.24435611875214563,0.806955023927381,0.19304497607261895,0.9975990768236058
GRB051105A,95372884,GRB051105A_162580.png,14,0,3,2,11,0,1,0,Simple,1.3459579061049622,0.1783160922857585,0.8216839077142415,-1.2454783546646422,0.21295596714697496,0.787044032853025,-0.6550394215801565,0.5124423731668393,0.48755762683316073,-0.16400598665054641,0.8697264309637398,0.1302735690362602,0.8216839077142415
GRB051109A,95372885,GRB051109A_163136.png,12,12,9,2,21,6,13,0,,0.03736657787511822,0.9701927210423247,0.02980727895767532,0.7727237422529032,0.4396858924477214,0.5603141075522786,-0.259476103369867,0.7952679175370576,0.2047320824629424,-0.43337023902924116,0.6647458178615802,0.33525418213841984,0.29506069325497697
GRB051109B,95372887,GRB051109B_163170.png,17,4,5,0,16,3,9,0,Simple,1.0702931151463855,0.28448739244975574,0.7155126075502443,-0.33987484963753845,0.7339507774574627,0.26604922254253727,-0.5178831428300852,0.6045398040823873,0.3954601959176127,-0.7532402887289411,0.45130553312602073,0.5486944668739793,0.7155126075502443
GRB051111,95372889,GRB051111_163438.png,13,15,0,4,3,25,3,0,Extended,0.24792117016782575,0.8041953997306959,0.19580460026930413,1.5137823247148146,0.13008105698622696,0.869918943013773,-1.2843447005510717,0.19902137277041776,0.8009786272295822,-0.05352455501084736,0.9573139666183694,0.04268603338163057,0.869918943013773
