Burst Name,Workflow,BurstID,Simple,Extended,Other,Too Noisy,Verify,Follow
GRB120521A,25637,95373699,15,0,0,1,Simple,"[14, 0, 0, 0, 1, 2]"
GRB120521B,25637,95373700,4,8,1,0,,"[1, 9, 4, 0, 1, 2]"
GRB120521C,25637,95373702,4,6,0,0,,"[1, 8, 2, 0, 0, 0]"
GRB120612A,25637,95373703,1,3,3,7,,"[0, 4, 5, 0, 0, 7]"
GRB120624B,25637,95373704,0,2,11,2,,"[9, 3, 11, 0, 0, 2]"
GRB120630A,25637,95373706,11,1,0,0,Simple,"[11, 1, 0, 0, 0, 0]"
GRB120701A,25637,95373708,0,1,13,0,Other,"[4, 4, 9, 0, 0, 0]"
GRB120703A,25637,95373710,11,1,0,0,Simple,"[10, 1, 3, 0, 0, 0]"
GRB120711B,25637,95373711,1,1,1,8,,"[2, 0, 2, 0, 1, 9]"
GRB120712A,25637,95373712,4,2,5,1,,"[4, 2, 6, 0, 0, 1]"
GRB120714A,25637,95373714,4,4,2,0,,"[2, 8, 3, 0, 1, 1]"
GRB120714B,25637,95373716,1,1,1,7,,"[0, 3, 0, 0, 1, 8]"
GRB120722A,25637,95373717,0,1,6,3,,"[3, 0, 5, 0, 0, 3]"
GRB120724A,25637,95373718,0,4,2,8,,"[0, 2, 3, 0, 2, 11]"
GRB120728A,25637,95373721,1,3,4,2,,"[0, 3, 5, 0, 0, 3]"
GRB120729A,25637,95373723,6,8,0,0,,"[1, 12, 0, 0, 0, 0]"
GRB120802A,25637,95373724,3,2,4,0,,"[4, 4, 4, 0, 0, 0]"
GRB120803A,25637,95373725,3,2,0,2,,"[2, 2, 0, 0, 1, 3]"
GRB120803B,25637,95373726,3,7,0,0,,"[2, 8, 1, 0, 0, 0]"
GRB120804A,25637,95373728,9,0,0,0,,"[9, 0, 0, 0, 0, 0]"
GRB120805A,25637,95373730,0,3,1,7,,"[1, 2, 3, 0, 0, 7]"
GRB120807A,25637,95373731,3,3,0,0,,"[1, 3, 2, 0, 0, 0]"
GRB120811A,25637,95373732,3,0,6,0,,"[8, 1, 2, 0, 1, 1]"
GRB120811C,25637,95373735,10,3,0,0,,"[12, 2, 3, 0, 0, 0]"
GRB120815A,25637,95373736,3,4,0,1,,"[1, 6, 0, 0, 0, 1]"
GRB120816A,25637,95373738,9,1,0,0,,"[3, 6, 0, 0, 1, 1]"
GRB120817A,25637,95373739,0,4,4,1,,"[3, 1, 6, 0, 0, 1]"
GRB120817B,25637,95373740,3,0,7,2,,"[4, 0, 0, 0, 6, 8]"
GRB120819A,25637,95373742,2,3,2,8,,"[1, 2, 4, 0, 0, 8]"
GRB120907A,25637,95373743,4,1,1,0,,"[1, 2, 2, 0, 1, 2]"
GRB120909A,25637,95373744,0,6,4,4,,"[0, 6, 7, 0, 2, 6]"
GRB120911A,25637,95373745,2,4,7,0,,"[9, 4, 4, 0, 0, 0]"
GRB120913A,25637,95373746,1,2,10,0,,"[7, 5, 5, 0, 2, 2]"
GRB120913B,25637,95373748,2,3,5,1,,"[6, 2, 5, 0, 1, 2]"
GRB120918A,25637,95373751,0,9,3,0,,"[6, 4, 6, 0, 0, 0]"
GRB120922A,25637,95373753,0,2,10,1,,"[5, 5, 8, 0, 0, 1]"
GRB120923A,25637,95373754,0,0,8,6,,"[1, 0, 5, 0, 1, 8]"
GRB120927A,25637,95373756,7,4,5,0,,"[4, 13, 8, 0, 0, 0]"
GRB121001A,25637,95373757,2,3,2,9,,"[0, 5, 3, 0, 0, 9]"
GRB121011A,25637,95373758,1,11,0,0,Extended,"[5, 7, 2, 0, 0, 0]"
GRB121014A,25637,95373759,0,1,9,1,,"[9, 2, 6, 0, 0, 1]"
GRB121017A,25637,95373760,6,1,2,0,,"[5, 1, 1, 0, 2, 2]"
GRB121024A,25637,95373762,3,7,2,0,,"[4, 4, 6, 0, 0, 0]"
GRB121027A,25637,95373765,4,6,4,0,,"[5, 7, 7, 0, 0, 0]"
GRB121028A,25637,95373766,6,0,0,0,,"[6, 0, 0, 0, 0, 0]"
GRB121031A,25637,95373767,0,4,5,0,,"[7, 2, 4, 0, 0, 0]"
GRB121102A,25637,95373769,3,8,1,0,,"[3, 8, 3, 0, 0, 0]"
GRB121108A,25637,95373770,0,2,8,1,,"[3, 2, 6, 0, 1, 2]"
GRB121117A,25637,95373772,6,6,1,0,,"[4, 9, 4, 0, 0, 0]"
GRB121123A,25637,95373773,6,3,2,0,,"[4, 6, 2, 0, 0, 0]"
GRB121125A,25637,95373774,0,6,2,1,,"[2, 4, 3, 0, 0, 1]"
GRB121128A,25637,95373776,3,2,6,0,,"[5, 2, 10, 0, 0, 0]"
GRB121201A,25637,95373778,0,2,10,3,,"[6, 1, 9, 0, 0, 3]"
GRB121202A,25637,95373780,1,3,7,3,,"[3, 4, 7, 0, 1, 4]"
GRB121209A,25637,95373782,0,2,11,3,,"[9, 4, 8, 0, 0, 3]"
GRB121211A,25637,95373783,0,3,3,3,,"[3, 1, 5, 0, 0, 3]"
GRB121212A,25637,95373784,9,2,4,1,,"[10, 4, 0, 0, 1, 2]"
GRB121217A,25637,95373785,0,0,8,2,,"[4, 3, 6, 0, 0, 2]"
GRB121226A,25637,95373786,9,0,1,0,,"[10, 0, 0, 0, 0, 0]"
GRB121229A,25637,95373788,0,1,2,11,,"[1, 0, 2, 0, 0, 11]"
GRB130102A,25637,95373790,0,1,0,8,,"[0, 1, 0, 0, 0, 8]"
GRB130122A,25637,95373793,1,2,1,6,,"[0, 2, 3, 0, 1, 7]"
GRB130131A,25637,95373794,2,4,5,0,,"[4, 4, 4, 0, 0, 0]"
GRB130131B,25637,95373795,7,4,3,0,,"[4, 6, 3, 0, 3, 3]"
GRB130206A,25637,95373797,0,6,3,2,,"[4, 2, 5, 0, 0, 2]"
GRB130211A,25637,95373798,0,7,2,5,,"[2, 5, 6, 0, 0, 5]"
GRB130215A,25637,95373799,3,8,1,1,,"[2, 5, 3, 0, 2, 3]"
GRB130216A,25637,95373800,5,2,3,0,,"[4, 2, 3, 0, 2, 2]"
GRB130305A,25637,95373802,7,0,2,2,,"[7, 0, 0, 0, 2, 4]"
GRB130306A,25637,95373804,1,7,1,0,,"[1, 7, 3, 0, 0, 0]"
GRB130313A,25637,95373805,12,0,1,0,Simple,"[11, 0, 1, 0, 0, 0]"
GRB130315A,25637,95373807,0,5,12,2,,"[6, 13, 10, 0, 0, 2]"
GRB130327A,25637,95373808,10,0,1,0,,"[8, 2, 2, 0, 0, 0]"
GRB130408A,25637,95373811,9,3,1,0,,"[10, 3, 2, 0, 2, 2]"
GRB130418A,25637,95373812,1,2,1,14,,"[0, 3, 0, 0, 1, 16]"
GRB130419A,25637,95373813,0,1,2,6,,"[0, 2, 2, 0, 0, 6]"
GRB130420A,25637,95373814,9,1,0,0,,"[8, 0, 2, 0, 0, 0]"
GRB130420B,25637,95373817,11,2,1,1,,"[10, 4, 0, 0, 1, 2]"
GRB130427A,25637,95373818,4,4,2,0,,"[3, 6, 2, 0, 0, 0]"
GRB130427B,25637,95373819,3,3,0,0,,"[1, 4, 1, 0, 0, 0]"
GRB130502A,25637,95373821,6,2,1,0,,"[3, 4, 1, 0, 1, 1]"
GRB130504A,25637,95373823,1,4,2,0,,"[2, 4, 2, 0, 0, 0]"
GRB130505A,25637,95373824,8,9,1,0,,"[8, 9, 1, 0, 2, 2]"
GRB130508A,25637,95373825,1,3,3,3,,"[0, 4, 3, 0, 1, 4]"
GRB130511A,25637,95373826,7,0,1,0,,"[4, 1, 1, 0, 2, 2]"
GRB130514A,25637,95373827,0,7,6,0,,"[3, 10, 7, 0, 0, 0]"
GRB130515A,25637,95373830,12,0,0,1,Simple,"[12, 0, 0, 0, 0, 1]"
GRB130518A,25637,95373832,2,1,7,3,,"[1, 1, 1, 0, 7, 10]"
GRB130521A,25637,95373833,12,3,0,0,,"[10, 5, 1, 0, 0, 0]"
GRB130527A,25637,95373835,4,7,1,0,,"[6, 6, 4, 0, 0, 0]"
GRB130528A,25637,95373837,6,3,2,0,,"[5, 5, 2, 0, 0, 0]"
GRB130529A,25637,95373838,1,4,4,5,,"[4, 2, 7, 0, 0, 5]"
GRB130603A,25637,95373839,3,4,1,1,,"[5, 2, 2, 0, 0, 1]"
GRB130603B,25637,95373840,8,0,0,1,,"[7, 0, 0, 0, 1, 2]"
GRB130604A,25637,95373841,1,3,0,2,,"[0, 3, 2, 0, 0, 2]"
GRB130605A,25637,95373844,9,3,0,0,,"[9, 0, 1, 0, 2, 2]"
GRB130606A,25637,95373845,7,2,6,0,,"[12, 1, 3, 0, 0, 0]"
GRB130608A,25637,95373846,0,3,2,9,,"[2, 2, 1, 0, 0, 10]"
GRB130609A,25637,95373849,7,2,1,0,,"[5, 5, 0, 0, 1, 1]"
GRB130609B,25637,95373851,0,4,7,0,,"[2, 6, 2, 0, 1, 1]"
GRB130610A,25637,95373852,8,7,0,0,,"[4, 12, 2, 0, 0, 0]"
GRB130612A,25637,95373853,12,2,0,0,,"[9, 4, 1, 0, 0, 0]"
GRB130615A,25637,95373854,0,1,0,12,Too Noisy,"[0, 1, 1, 0, 0, 12]"
GRB130625A,25637,95373855,14,2,3,0,,"[12, 2, 4, 0, 3, 3]"
GRB130626A,25637,95373857,10,0,2,0,,"[8, 1, 1, 0, 2, 2]"
GRB130627A,25637,95373859,2,2,3,0,,"[1, 1, 2, 0, 1, 1]"
GRB130627B,25637,95373860,3,6,1,0,,"[4, 6, 3, 0, 0, 1]"
GRB130701A,25637,95373862,11,1,1,1,,"[6, 6, 1, 0, 1, 2]"
GRB130716A,25637,95373864,7,5,2,2,,"[9, 4, 5, 0, 1, 3]"
GRB130719A,25637,95373865,2,0,1,4,,"[0, 1, 1, 0, 1, 6]"
GRB130722A,25637,95373866,3,2,4,0,,"[6, 0, 5, 0, 0, 0]"
GRB130725A,25637,95373867,1,2,0,5,,"[2, 0, 1, 0, 0, 5]"
GRB130725B,25637,95373868,7,3,0,0,,"[1, 9, 0, 0, 0, 0]"
GRB130727A,25637,95373871,5,4,1,0,,"[5, 2, 3, 0, 1, 1]"
GRB130803A,25637,95373872,3,5,6,0,,"[8, 5, 2, 0, 0, 0]"
GRB130806A,25637,95373874,9,1,9,0,,"[12, 3, 5, 0, 1, 1]"
GRB130807A,25637,95373876,4,6,1,1,,"[4, 7, 2, 0, 0, 1]"
GRB130812A,25637,95373877,1,3,6,2,,"[1, 3, 6, 0, 0, 2]"
GRB130816A,25637,95373879,1,1,9,0,,"[8, 0, 4, 0, 1, 1]"
GRB130816B,25637,95373880,11,0,0,0,Simple,"[7, 0, 0, 0, 4, 4]"
GRB130822A,25637,95373881,1,0,3,8,,"[2, 1, 1, 0, 1, 9]"
GRB130829A,25637,95373882,7,3,2,0,,"[10, 1, 1, 0, 0, 1]"
GRB130831A,25637,95373883,2,5,3,1,,"[2, 9, 0, 0, 0, 1]"
GRB130831B,25637,95373885,5,5,1,1,,"[6, 4, 3, 0, 0, 1]"
GRB130907A,25637,95373887,1,3,3,1,,"[3, 3, 4, 0, 0, 1]"
GRB130912A,25637,95373889,11,0,1,1,,"[11, 0, 2, 0, 0, 1]"
GRB130919A,25637,95373890,0,3,4,8,,"[4, 1, 5, 0, 1, 9]"
GRB130925A,25637,95373893,2,9,1,1,,"[2, 9, 4, 0, 0, 1]"
GRB130929A,25637,95373894,6,4,0,0,,"[5, 4, 1, 0, 1, 1]"
GRB131002A,25637,95373895,1,1,8,0,,"[5, 5, 3, 0, 0, 0]"
GRB131002B,25637,95373896,2,2,2,1,,"[1, 4, 2, 0, 0, 1]"
GRB131004A,25637,95373898,9,1,1,0,,"[6, 4, 2, 0, 0, 0]"
GRB131018A,25637,95373900,1,2,3,7,,"[3, 1, 3, 0, 0, 7]"
GRB131024A,25637,95373902,1,3,8,5,,"[3, 4, 6, 0, 1, 7]"
GRB131024B,25637,95373903,1,2,1,7,,"[0, 2, 1, 0, 1, 8]"
GRB131030A,25637,95373904,9,4,0,0,,"[5, 6, 2, 0, 1, 1]"
GRB131031A,25637,95373906,2,3,8,3,,"[3, 3, 4, 0, 3, 6]"
GRB131103A,25637,95373907,3,2,8,1,,"[6, 3, 6, 0, 4, 5]"
GRB131105A,25637,95373908,1,0,2,1,,"[2, 0, 2, 0, 0, 1]"
GRB131117A,25637,95373910,2,3,2,0,,"[2, 4, 3, 0, 0, 0]"
GRB131120A,25637,95373911,0,0,1,11,Too Noisy,"[0, 0, 0, 0, 1, 12]"
GRB131127A,25637,95373914,0,2,12,1,,"[4, 3, 10, 0, 1, 2]"
GRB131128A,25637,95373916,10,0,0,0,,"[9, 0, 0, 0, 1, 1]"
GRB131202A,25637,95373917,2,6,0,0,,"[3, 6, 0, 0, 0, 1]"
GRB131205A,25637,95373918,0,1,7,1,,"[4, 1, 2, 0, 1, 2]"
GRB131226A,25637,95373919,4,6,1,0,,"[4, 4, 2, 0, 2, 2]"
GRB131227A,25637,95373921,2,6,5,1,,"[0, 10, 4, 0, 0, 1]"
GRB131229A,25637,95373922,3,3,3,0,,"[5, 2, 4, 0, 0, 0]"
GRB140102A,25637,95373924,10,2,0,0,,"[8, 3, 1, 0, 0, 0]"
GRB140103A,25637,95373925,6,0,4,1,,"[9, 1, 1, 0, 0, 1]"
GRB140108A,25637,95373927,0,1,10,0,,"[9, 0, 3, 0, 0, 0]"
GRB140114A,25637,95373929,6,1,3,2,,"[7, 0, 3, 0, 1, 3]"
GRB140118A,25637,95373930,1,0,8,0,,"[5, 1, 4, 0, 0, 0]"
GRB140129A,25637,95373931,8,1,0,0,,"[7, 2, 1, 0, 0, 0]"
GRB140129B,25637,95373932,12,0,1,0,Simple,"[12, 1, 0, 0, 0, 0]"
GRB140206A,25637,95373933,0,2,8,0,,"[5, 4, 5, 0, 0, 0]"
GRB140209A,25637,95373936,12,2,0,0,,"[9, 3, 1, 0, 2, 2]"
GRB140211A,25637,95373937,1,8,0,2,,"[1, 6, 2, 0, 1, 3]"
GRB140213A,25637,95373939,2,3,2,1,,"[3, 3, 4, 0, 0, 1]"
GRB140215A,25637,95373941,5,7,1,0,,"[1, 12, 2, 0, 0, 0]"
GRB140301A,25637,95373943,2,3,2,3,,"[3, 1, 2, 0, 1, 4]"
GRB140302A,25637,95373944,2,8,0,1,,"[2, 8, 2, 0, 0, 1]"
GRB140304A,25637,95373945,0,1,5,1,,"[2, 3, 1, 0, 0, 1]"
GRB140305A,25637,95373946,3,8,2,0,,"[1, 11, 5, 0, 0, 0]"
GRB140311A,25637,95373948,0,1,4,13,,"[2, 0, 3, 0, 0, 14]"
GRB140318A,25637,95373949,3,2,2,2,,"[1, 2, 2, 0, 1, 5]"
GRB140320A,25637,95373950,11,0,0,0,Simple,"[8, 1, 1, 0, 1, 1]"
GRB140323A,25637,95373952,0,3,6,0,,"[3, 3, 8, 0, 0, 0]"
GRB140331A,25637,95373956,0,0,1,10,,"[0, 0, 0, 0, 1, 11]"
GRB140408A,25637,95373957,17,1,2,0,,"[13, 5, 1, 0, 0, 0]"
GRB140412A,25637,95373958,7,4,3,0,,"[4, 8, 4, 0, 0, 0]"
GRB140413A,25637,95373959,9,1,5,2,,"[5, 3, 7, 0, 1, 3]"
GRB140419A,25637,95373960,0,4,9,0,,"[4, 6, 5, 0, 1, 1]"
GRB140423A,25637,95373961,7,1,3,0,,"[8, 1, 2, 0, 1, 1]"
GRB140428A,25637,95373963,0,2,6,2,,"[4, 1, 4, 0, 0, 2]"
GRB140430A,25637,95373964,6,0,3,0,,"[9, 0, 2, 0, 0, 0]"
GRB140502A,25637,95373966,4,8,1,0,,"[3, 9, 2, 0, 0, 0]"
GRB140506A,25637,95373969,6,6,0,0,,"[9, 2, 1, 0, 1, 1]"
GRB140509A,25637,95373970,2,4,2,0,,"[2, 3, 3, 0, 0, 0]"
GRB140512A,25637,95373971,0,1,13,1,,"[14, 0, 3, 0, 0, 1]"
GRB140515A,25637,95373972,0,3,8,1,,"[2, 1, 9, 0, 1, 2]"
GRB140516A,25637,95373973,9,1,0,3,,"[8, 1, 0, 0, 1, 4]"
GRB140518A,25637,95373974,0,2,11,0,,"[5, 3, 7, 0, 2, 2]"
GRB140521A,25637,95373977,4,5,0,0,,"[1, 8, 0, 0, 0, 0]"
GRB140606A,25637,95373978,6,0,1,1,,"[5, 1, 0, 0, 1, 2]"
GRB140607A,25637,95373979,1,1,0,8,,"[1, 1, 1, 0, 0, 8]"
GRB140610A,25637,95373983,2,6,1,2,,"[0, 5, 4, 0, 1, 3]"
GRB140611A,25637,95373984,3,1,8,2,,"[5, 0, 4, 0, 3, 5]"
GRB140614A,25637,95373985,0,0,1,8,,"[0, 1, 1, 0, 0, 8]"
GRB140614B,25637,95373986,2,7,2,2,,"[3, 6, 6, 0, 0, 2]"
GRB140619A,25637,95373987,5,2,2,0,,"[7, 2, 3, 0, 0, 0]"
GRB140622A,25637,95373988,2,0,1,3,,"[2, 0, 1, 0, 0, 3]"
GRB140626A,25637,95373990,0,3,5,0,,"[3, 2, 5, 0, 1, 1]"
GRB140628A,25637,95373991,6,3,1,0,,"[2, 6, 2, 0, 0, 0]"
GRB140629A,25637,95373992,0,2,4,0,,"[4, 3, 3, 0, 0, 0]"
GRB140703A,25637,95373997,4,6,4,0,,"[4, 10, 8, 0, 1, 1]"
GRB140706A,25637,95373998,0,3,11,1,,"[10, 3, 6, 0, 0, 1]"
GRB140709A,25637,95373999,0,3,7,0,,"[4, 3, 8, 0, 0, 0]"
GRB140709B,25637,95374000,0,5,7,1,,"[5, 0, 10, 0, 0, 1]"
GRB140710A,25637,95374001,13,2,0,0,,"[8, 8, 0, 0, 0, 0]"
GRB140713A,25637,95374002,2,3,10,0,,"[9, 2, 5, 0, 0, 0]"
GRB140716A-2,25637,95374003,10,0,2,4,,"[9, 1, 0, 0, 2, 6]"
GRB140719A,25637,95374005,4,4,5,0,,"[3, 7, 6, 0, 1, 1]"
GRB140719B,25637,95374006,4,3,4,2,,"[2, 5, 4, 0, 0, 3]"
GRB140730A,25637,95374010,2,3,9,4,,"[8, 4, 8, 0, 0, 4]"
GRB140817A,25637,95374011,4,5,2,0,,"[9, 2, 4, 0, 0, 0]"
GRB140818B,25637,95374012,3,7,1,0,,"[4, 2, 2, 0, 2, 3]"
GRB140824A,25637,95374013,12,0,0,1,Simple,"[9, 3, 1, 0, 0, 1]"
GRB140828A,25637,95374014,2,2,2,0,,"[5, 0, 2, 0, 0, 0]"
GRB140903A,25637,95374016,13,0,0,0,Simple,"[11, 0, 1, 0, 1, 1]"
GRB140907A,25637,95374017,12,1,2,0,,"[10, 1, 7, 0, 1, 1]"
GRB140916A,25637,95374019,0,2,2,4,,"[1, 1, 3, 0, 0, 5]"
GRB140919A,25637,95374023,1,1,4,0,,"[3, 2, 3, 0, 0, 0]"
GRB140927A,25637,95374024,0,2,11,1,,"[8, 0, 5, 0, 3, 4]"
GRB140930B,25637,95374025,11,1,0,0,Simple,"[7, 4, 1, 0, 0, 0]"
GRB141004A,25637,95374026,12,4,0,0,,"[8, 8, 3, 0, 0, 0]"
GRB141005A,25637,95374027,13,2,0,0,,"[10, 4, 0, 0, 1, 1]"
GRB141015A,25637,95374028,5,8,1,0,,"[0, 10, 7, 0, 0, 0]"
GRB141017A,25637,95374029,4,1,6,0,,"[7, 4, 3, 0, 0, 0]"
GRB141020A,25637,95374030,0,3,9,3,,"[8, 0, 9, 0, 0, 3]"
GRB141022A,25637,95374031,7,2,4,2,,"[11, 0, 1, 0, 2, 4]"
GRB141026A,25637,95374033,2,0,1,6,,"[1, 0, 0, 0, 0, 6]"
GRB141031A,25637,95374037,4,2,3,3,,"[7, 3, 0, 0, 1, 4]"
GRB141031B,25637,95374039,0,0,7,2,,"[2, 0, 3, 0, 2, 5]"
GRB141102A,25637,95374040,8,2,4,1,,"[7, 5, 0, 0, 2, 3]"
GRB141109A,25637,95374041,1,4,4,0,,"[6, 3, 6, 0, 0, 0]"
GRB141109B,25637,95374042,0,0,4,8,,"[3, 1, 2, 0, 0, 8]"
GRB141121A,25637,95374043,0,0,1,10,,"[0, 1, 1, 0, 0, 10]"
GRB141130A,25637,95374044,0,4,9,0,,"[4, 5, 13, 0, 0, 0]"
GRB141212A,25637,95374045,7,0,0,0,,"[7, 0, 0, 0, 0, 0]"
GRB141212B,25637,95374047,3,2,9,0,,"[8, 1, 10, 0, 0, 0]"
GRB141220A,25637,95374050,1,4,4,1,,"[3, 6, 6, 0, 0, 1]"
GRB141221A,25637,95374051,1,0,6,0,,"[3, 3, 2, 0, 0, 0]"
GRB141225A,25637,95374053,2,8,0,3,,"[1, 9, 0, 0, 0, 3]"
GRB150101A,25637,95374054,2,0,4,6,,"[3, 0, 0, 0, 3, 9]"
GRB150103A,25637,95374056,1,4,3,2,,"[0, 4, 2, 0, 1, 4]"
GRB150110B,25637,95374057,0,3,3,0,,"[3, 0, 3, 0, 0, 0]"
GRB150120A,25637,95374058,14,0,0,0,Simple,"[9, 3, 0, 0, 2, 2]"
GRB150120B,25637,95374060,3,0,8,0,,"[6, 5, 6, 0, 0, 1]"
GRB150201A,25637,95374061,7,6,2,0,,"[5, 8, 5, 0, 1, 1]"
GRB150202A,25637,95374064,0,3,7,0,,"[4, 3, 3, 0, 3, 3]"
GRB150203A,25637,95374065,3,6,5,1,,"[1, 4, 9, 0, 1, 2]"
GRB150206A,25637,95374067,7,3,5,0,,"[11, 2, 4, 0, 1, 1]"
GRB150211A,25637,95374068,1,4,8,0,,"[7, 4, 5, 0, 0, 0]"
GRB150212A,25637,95374069,7,3,1,0,,"[0, 11, 1, 0, 0, 0]"
GRB150213B,25637,95374070,0,6,0,5,,"[0, 6, 0, 0, 0, 5]"
GRB150222A,25637,95374071,3,3,5,0,,"[5, 6, 3, 0, 1, 1]"
GRB150301A,25637,95374073,9,0,0,1,,"[8, 0, 0, 0, 1, 2]"
GRB150301B,25637,95374075,6,11,1,0,,"[4, 14, 3, 0, 0, 0]"
GRB150302A,25637,95374077,2,4,0,2,,"[1, 2, 2, 0, 1, 3]"
GRB150309A,25637,95374079,5,6,3,0,,"[7, 3, 5, 0, 1, 1]"
GRB150314A,25637,95374081,8,6,0,0,,"[3, 11, 0, 0, 1, 1]"
GRB150317A,25637,95374082,0,2,6,0,,"[2, 2, 6, 0, 0, 0]"
GRB150318A,25637,95374083,2,3,4,1,,"[3, 3, 5, 0, 0, 1]"
GRB150323A,25637,95374085,3,1,7,0,,"[2, 9, 3, 0, 0, 0]"
GRB150323B,25637,95374086,5,2,8,2,,"[3, 4, 1, 0, 7, 9]"
GRB150323C,25637,95374088,1,2,3,5,,"[2, 3, 2, 0, 0, 5]"
GRB150403A,25637,95374091,10,2,2,0,,"[10, 3, 1, 0, 0, 0]"
GRB150413A,25637,95374092,2,5,1,1,,"[7, 1, 3, 0, 0, 1]"
GRB150423A,25637,95374093,9,0,0,2,,"[9, 0, 0, 0, 0, 2]"
GRB150428A,25637,95374094,1,3,4,1,,"[2, 1, 6, 0, 0, 1]"
GRB150428B,25637,95374096,0,2,6,1,,"[4, 5, 5, 0, 0, 1]"
GRB150430A,25637,95374097,1,6,10,1,,"[10, 5, 8, 0, 1, 2]"
GRB150513A,25637,95374099,0,2,14,1,,"[12, 5, 8, 0, 1, 2]"
GRB150527A,25637,95374100,0,4,8,1,,"[6, 2, 8, 0, 1, 2]"
GRB150530A,25637,95374102,12,0,1,0,Simple,"[11, 0, 2, 0, 0, 0]"
GRB150607A,25637,95374105,0,3,17,0,,"[9, 6, 12, 0, 1, 2]"
GRB150615A,25637,95374106,1,5,2,2,,"[0, 6, 2, 0, 0, 2]"
GRB150616A,25637,95374107,2,7,1,1,,"[4, 3, 4, 0, 0, 1]"
GRB150626A,25637,95374108,4,4,2,0,,"[1, 9, 0, 0, 0, 0]"
GRB150626B,25637,95374109,9,2,2,0,,"[8, 2, 2, 0, 1, 1]"
GRB150710A,25637,95374111,14,0,1,0,Simple,"[15, 0, 0, 0, 0, 0]"
GRB150711A,25637,95374112,5,4,5,0,,"[11, 2, 4, 0, 0, 0]"
GRB150716A,25637,95374113,5,5,3,0,,"[2, 9, 3, 0, 1, 1]"
GRB150720A,25637,95374116,0,0,1,9,,"[0, 0, 0, 0, 1, 10]"
GRB150722A,25637,95374119,0,0,2,10,,"[0, 0, 0, 0, 2, 12]"
GRB150724A,25637,95374120,0,3,6,2,,"[3, 3, 7, 0, 0, 2]"
GRB150727A,25637,95374121,1,8,0,0,,"[1, 7, 2, 0, 0, 0]"
GRB150728A,25637,95374122,12,0,0,0,Simple,"[8, 1, 1, 0, 2, 2]"
GRB150801B,25637,95374123,1,4,4,2,,"[6, 2, 6, 0, 0, 2]"
GRB150811A,25637,95374125,1,4,1,4,,"[0, 4, 2, 0, 0, 4]"
GRB150817A,25637,95374126,4,4,9,0,,"[8, 6, 14, 0, 0, 0]"
GRB150818A,25637,95374128,5,10,1,0,,"[4, 11, 1, 0, 1, 1]"
GRB150819A,25637,95374130,0,1,2,7,,"[0, 1, 1, 0, 0, 8]"
GRB150821A,25637,95374132,2,6,3,1,,"[3, 6, 7, 0, 0, 1]"
GRB150831A,25637,95374133,7,1,0,0,,"[7, 0, 0, 0, 1, 1]"
GRB150831B,25637,95374135,6,5,1,0,,"[6, 3, 4, 0, 0, 0]"
GRB150901A,25637,95374136,1,0,5,9,,"[3, 0, 4, 0, 1, 10]"
GRB150907B,25637,95374137,2,9,1,0,,"[0, 9, 4, 0, 0, 0]"
GRB150910A,25637,95374139,0,0,2,6,,"[0, 1, 2, 0, 1, 7]"
GRB150911A,25637,95374140,9,0,0,0,,"[9, 0, 0, 0, 0, 0]"
GRB150915A,25637,95374142,0,0,1,17,Too Noisy,"[1, 0, 0, 0, 0, 17]"
GRB150925A,25637,95374145,1,6,1,4,,"[0, 4, 5, 0, 0, 4]"
GRB151001A,25637,95374146,6,6,4,1,,"[7, 4, 4, 0, 3, 4]"
GRB151001B,25637,95374147,0,0,0,10,,"[0, 0, 0, 0, 0, 10]"
GRB151004A,25637,95374148,0,1,3,12,,"[1, 0, 3, 0, 0, 13]"
GRB151006A,25637,95374149,7,7,1,0,,"[1, 12, 2, 0, 0, 0]"
GRB151021A,25637,95374151,4,10,1,0,,"[2, 12, 6, 0, 0, 0]"
GRB151022A,25637,95374152,2,2,0,12,,"[1, 3, 2, 0, 0, 12]"
GRB151023A,25637,95374153,5,2,3,0,,"[3, 6, 2, 0, 0, 0]"
GRB151027A,25637,95374156,1,5,7,0,,"[9, 4, 6, 0, 1, 1]"
GRB151027B,25637,95374158,2,4,5,2,,"[5, 1, 7, 0, 1, 3]"
GRB151029A,25637,95374160,5,4,2,1,,"[3, 8, 2, 0, 0, 1]"
GRB151031A,25637,95374161,13,1,0,1,,"[10, 1, 1, 0, 1, 2]"
GRB151111A,25637,95374162,7,4,1,0,,"[1, 10, 1, 0, 0, 0]"
GRB151112A,25637,95374163,1,7,1,0,,"[0, 7, 4, 0, 0, 1]"
GRB151114A,25637,95374164,9,1,0,0,,"[9, 0, 0, 0, 1, 1]"
GRB151118A,25637,95374165,0,1,3,0,,"[1, 3, 1, 0, 0, 0]"
GRB151127A,25637,95374167,8,0,1,2,,"[6, 1, 0, 0, 2, 4]"
GRB151205A,25637,95374169,2,6,2,3,,"[0, 7, 5, 0, 0, 3]"
GRB151205B,25637,95374172,10,2,1,1,,"[9, 4, 1, 0, 1, 2]"
GRB151210A,25637,95374174,0,1,8,0,,"[5, 0, 6, 0, 1, 1]"
GRB151215A,25637,95374175,3,1,7,3,,"[2, 6, 4, 0, 1, 4]"
GRB151228A,25637,95374176,13,0,0,0,Simple,"[10, 1, 0, 0, 1, 2]"
GRB151228B,25637,95374177,7,4,2,0,,"[2, 9, 3, 0, 0, 0]"
