Burst Name,Workflow,BurstID,Simple,Extended,Other,Too Noisy,Verify,Follow
GRB080613B,25637,95373220,1,10,2,0,,"[1, 10, 10, 0, 0, 0]"
GRB080623,25637,95373221,1,6,3,0,,"[1, 5, 6, 0, 0, 0]"
GRB080701,25637,95373222,7,3,0,0,,"[3, 6, 0, 0, 1, 1]"
GRB080702A,25637,95373223,11,1,0,0,Simple,"[10, 0, 2, 0, 0, 0]"
GRB080703,25637,95373224,9,1,3,0,,"[9, 2, 2, 0, 1, 1]"
GRB080707,25637,95373226,0,4,5,0,,"[4, 4, 2, 0, 1, 1]"
GRB080710,25637,95373227,6,5,2,2,,"[6, 6, 5, 0, 0, 2]"
GRB080714,25637,95373229,4,8,0,0,,"[1, 9, 2, 0, 1, 1]"
GRB080721,25637,95373230,10,4,0,0,,"[9, 3, 1, 0, 1, 2]"
GRB080723A,25637,95373232,1,1,8,1,,"[5, 6, 4, 0, 1, 2]"
GRB080725,25637,95373234,8,0,5,0,,"[12, 4, 3, 0, 0, 0]"
GRB080727A,25637,95373235,8,1,1,1,,"[9, 0, 0, 0, 1, 2]"
GRB080727B,25637,95373236,0,0,7,0,,"[7, 0, 1, 0, 0, 0]"
GRB080727C,25637,95373237,1,5,7,0,,"[2, 9, 10, 0, 0, 0]"
GRB080802,25637,95373238,1,4,1,6,,"[1, 3, 3, 0, 0, 7]"
GRB080804,25637,95373239,5,5,0,1,,"[0, 10, 0, 0, 0, 1]"
GRB080805,25637,95373241,2,6,0,1,,"[0, 8, 2, 0, 0, 1]"
GRB080810,25637,95373243,0,3,11,1,,"[8, 3, 10, 0, 1, 2]"
GRB080903,25637,95373246,5,9,0,1,,"[0, 12, 4, 0, 0, 1]"
GRB080905A,25637,95373247,9,0,0,1,,"[4, 2, 2, 0, 1, 2]"
GRB080905B,25637,95373248,1,6,3,0,,"[3, 8, 3, 0, 0, 0]"
GRB080906,25637,95373249,5,6,3,1,,"[4, 6, 6, 0, 1, 3]"
GRB080913,25637,95373250,9,3,4,0,,"[9, 2, 7, 0, 1, 1]"
GRB080915A,25637,95373251,0,2,5,4,,"[2, 2, 3, 0, 0, 4]"
GRB080915B,25637,95373253,7,0,0,0,,"[6, 1, 0, 0, 0, 0]"
GRB080916A,25637,95373254,2,8,2,0,,"[2, 9, 6, 0, 0, 0]"
GRB080916B,25637,95373256,1,8,1,2,,"[3, 5, 4, 0, 1, 3]"
GRB080919,25637,95373258,10,1,0,1,,"[8, 1, 0, 0, 2, 3]"
GRB080928,25637,95373259,9,0,2,0,,"[8, 2, 1, 0, 0, 1]"
GRB081007,25637,95373260,8,0,0,0,,"[7, 1, 0, 0, 0, 0]"
GRB081008,25637,95373261,0,4,4,0,,"[5, 2, 3, 0, 0, 0]"
GRB081011,25637,95373263,0,1,3,3,,"[1, 2, 1, 0, 1, 4]"
GRB081012,25637,95373264,7,1,4,1,,"[9, 1, 6, 0, 1, 2]"
GRB081016B,25637,95373266,7,0,0,0,,"[5, 0, 1, 0, 2, 2]"
GRB081022,25637,95373268,3,3,3,0,,"[5, 3, 2, 0, 1, 2]"
GRB081024A,25637,95373270,11,0,0,0,Simple,"[10, 0, 0, 0, 1, 1]"
GRB081028A,25637,95373271,0,5,5,4,,"[4, 5, 3, 0, 2, 7]"
GRB081029,25637,95373272,1,2,2,7,,"[2, 0, 2, 0, 1, 8]"
GRB081101,25637,95373273,9,0,1,0,,"[9, 0, 1, 0, 0, 0]"
GRB081102,25637,95373274,1,6,6,1,,"[4, 7, 6, 0, 0, 1]"
GRB081104,25637,95373275,3,3,1,1,,"[5, 1, 1, 0, 0, 1]"
GRB081105A,25637,95373276,9,1,1,1,,"[7, 1, 1, 0, 2, 3]"
GRB081109A,25637,95373278,5,9,0,0,,"[2, 7, 4, 0, 1, 2]"
GRB081118,25637,95373279,2,3,2,2,,"[4, 2, 3, 0, 0, 2]"
GRB081121,25637,95373281,1,3,6,1,,"[4, 0, 8, 0, 0, 1]"
GRB081126,25637,95373283,1,1,9,0,,"[10, 0, 4, 0, 0, 0]"
GRB081127,25637,95373284,0,0,2,4,,"[1, 0, 1, 0, 1, 5]"
GRB081128,25637,95373286,6,3,1,0,,"[5, 5, 6, 0, 0, 0]"
GRB081203A,25637,95373287,4,4,0,0,,"[3, 4, 3, 0, 0, 0]"
GRB081210,25637,95373288,3,8,2,0,,"[7, 4, 7, 0, 0, 0]"
GRB081211A,25637,95373289,13,0,0,0,Simple,"[9, 3, 3, 0, 0, 0]"
GRB081221,25637,95373291,2,1,6,1,,"[6, 3, 3, 0, 0, 1]"
GRB081222,25637,95373292,3,5,0,0,,"[2, 5, 1, 0, 0, 0]"
GRB081226A,25637,95373294,9,2,1,1,,"[10, 0, 0, 0, 1, 3]"
GRB081228,25637,95373295,12,0,0,1,Simple,"[10, 2, 0, 0, 0, 1]"
GRB081230,25637,95373297,1,2,5,3,,"[3, 3, 5, 0, 0, 4]"
GRB090102,25637,95373299,0,1,7,1,,"[2, 1, 8, 0, 0, 1]"
GRB090107A,25637,95373300,0,4,6,1,,"[8, 1, 3, 0, 0, 1]"
GRB090111,25637,95373301,0,2,6,2,,"[1, 6, 3, 0, 0, 2]"
GRB090113,25637,95373302,1,0,7,0,,"[4, 2, 2, 0, 1, 1]"
GRB090123,25637,95373305,5,7,4,0,,"[6, 4, 8, 0, 0, 0]"
GRB090129,25637,95373306,5,5,1,0,,"[2, 9, 0, 0, 0, 0]"
GRB090201,25637,95373307,1,3,12,1,,"[6, 12, 7, 0, 1, 2]"
GRB090205,25637,95373309,7,2,1,0,,"[8, 2, 0, 0, 0, 0]"
GRB090301A,25637,95373311,0,3,9,0,,"[5, 2, 7, 0, 1, 1]"
GRB090305A,25637,95373313,15,0,3,1,,"[10, 3, 1, 0, 4, 5]"
GRB090307A,25637,95373314,1,0,2,10,,"[0, 0, 3, 0, 0, 10]"
GRB090308A,25637,95373316,0,3,6,5,,"[3, 3, 4, 0, 0, 6]"
GRB090309A,25637,95373317,8,2,0,0,,"[6, 3, 0, 0, 0, 0]"
GRB090313,25637,95373318,0,1,4,4,,"[2, 0, 1, 0, 1, 5]"
GRB090401A,25637,95373321,6,2,14,0,,"[12, 2, 11, 0, 1, 2]"
GRB090401B,25637,95373323,4,6,0,0,,"[3, 5, 1, 0, 2, 2]"
GRB090404,25637,95373324,1,4,7,0,,"[5, 4, 8, 0, 0, 0]"
GRB090407,25637,95373326,1,6,3,5,,"[3, 3, 4, 0, 0, 6]"
GRB090410,25637,95373327,1,3,7,0,,"[8, 2, 3, 0, 0, 0]"
GRB090417A,25637,95373328,5,1,1,4,,"[4, 0, 1, 0, 1, 6]"
GRB090417B,25637,95373330,0,0,0,13,Too Noisy,"[0, 0, 0, 0, 0, 13]"
GRB090418A,25637,95373331,0,4,6,0,,"[4, 3, 7, 0, 1, 1]"
GRB090419,25637,95373332,0,0,1,12,Too Noisy,"[0, 0, 0, 0, 1, 13]"
GRB090422,25637,95373334,1,2,10,0,,"[9, 4, 3, 0, 0, 0]"
GRB090423,25637,95373336,7,2,2,0,,"[7, 2, 3, 0, 1, 1]"
GRB090424,25637,95373338,5,4,1,0,,"[4, 4, 3, 0, 0, 0]"
GRB090426,25637,95373340,7,0,1,0,,"[6, 1, 1, 0, 0, 0]"
GRB090429A,25637,95373341,5,5,2,0,,"[4, 7, 4, 0, 1, 2]"
GRB090429B,25637,95373342,10,1,0,0,,"[9, 1, 1, 0, 1, 1]"
GRB090509,25637,95373344,0,5,5,3,,"[5, 4, 4, 0, 0, 3]"
GRB090510,25637,95373345,3,3,0,0,,"[3, 3, 1, 0, 0, 0]"
GRB090515,25637,95373346,7,0,2,1,,"[5, 2, 0, 0, 2, 3]"
GRB090516A,25637,95373347,4,5,0,1,,"[1, 5, 4, 0, 1, 3]"
GRB090518,25637,95373350,13,10,0,0,,"[13, 5, 2, 0, 2, 3]"
GRB090519,25637,95373351,1,9,2,4,,"[1, 4, 9, 0, 0, 4]"
GRB090529A,25637,95373352,0,7,2,5,,"[1, 7, 1, 0, 0, 5]"
GRB090530,25637,95373354,5,6,1,0,,"[4, 7, 5, 0, 1, 1]"
GRB090531A,25637,95373355,9,2,1,0,,"[10, 1, 1, 0, 0, 0]"
GRB090531B,25637,95373357,0,4,5,1,,"[4, 3, 5, 0, 0, 1]"
GRB090607,25637,95373358,1,6,9,0,,"[13, 1, 2, 0, 0, 0]"
GRB090618,25637,95373359,0,7,11,1,,"[4, 7, 13, 0, 1, 2]"
GRB090621A,25637,95373361,6,0,6,0,,"[5, 0, 1, 0, 5, 6]"
GRB090621B,25637,95373365,9,0,3,1,,"[8, 1, 0, 0, 4, 5]"
GRB090628,25637,95373366,0,2,3,1,,"[3, 0, 3, 0, 0, 1]"
GRB090708,25637,95373368,7,2,9,0,,"[10, 4, 8, 0, 2, 2]"
GRB090709A,25637,95373369,9,6,1,0,,"[11, 2, 7, 0, 0, 0]"
GRB090709B,25637,95373370,1,4,3,0,,"[1, 3, 3, 0, 1, 1]"
GRB090712,25637,95373372,7,5,1,0,,"[9, 2, 4, 0, 0, 1]"
GRB090715A,25637,95373373,4,6,0,0,,"[5, 5, 2, 0, 1, 1]"
GRB090715B,25637,95373374,1,4,7,0,,"[9, 1, 5, 0, 0, 0]"
GRB090720A,25637,95373376,16,0,1,1,,"[14, 1, 0, 0, 2, 3]"
GRB090726,25637,95373379,2,2,7,4,,"[5, 2, 6, 0, 0, 4]"
GRB090727,25637,95373380,3,6,0,2,,"[3, 6, 2, 0, 0, 3]"
GRB090728,25637,95373382,3,8,2,2,,"[1, 7, 4, 0, 1, 3]"
GRB090807A,25637,95373384,0,1,6,9,,"[2, 1, 7, 0, 0, 9]"
GRB090809A,25637,95373385,7,3,2,0,,"[10, 0, 1, 0, 1, 1]"
GRB090812,25637,95373386,1,2,5,2,,"[4, 2, 6, 0, 0, 2]"
GRB090813,25637,95373387,0,6,8,0,,"[5, 7, 3, 0, 0, 0]"
GRB090814A,25637,95373389,0,2,4,7,,"[1, 2, 3, 0, 1, 8]"
GRB090827,25637,95373391,13,0,2,0,,"[11, 2, 0, 0, 2, 2]"
GRB090831C,25637,95373393,6,4,0,2,,"[4, 4, 1, 0, 1, 3]"
GRB090904A,25637,95373394,5,4,2,0,,"[2, 8, 3, 0, 0, 0]"
GRB090904B,25637,95373396,0,5,7,2,,"[2, 1, 6, 0, 1, 4]"
GRB090912,25637,95373398,1,5,5,0,,"[4, 7, 4, 0, 0, 0]"
GRB090916,25637,95373399,2,9,0,1,,"[1, 5, 6, 0, 2, 3]"
GRB090926B,25637,95373400,4,6,0,0,,"[1, 8, 0, 0, 1, 1]"
GRB090927,25637,95373401,10,0,0,0,,"[4, 6, 1, 0, 0, 0]"
GRB090929B,25637,95373403,0,4,3,0,,"[2, 1, 5, 0, 0, 0]"
GRB091018,25637,95373405,12,1,0,0,Simple,"[6, 5, 0, 0, 1, 1]"
GRB091020,25637,95373406,4,6,2,0,,"[4, 6, 5, 0, 1, 1]"
GRB091024,25637,95373408,0,7,3,1,,"[3, 8, 5, 0, 0, 1]"
GRB091026,25637,95373409,10,6,1,0,,"[7, 9, 1, 0, 1, 1]"
GRB091029,25637,95373411,0,3,8,1,,"[6, 2, 4, 0, 0, 1]"
GRB091102,25637,95373412,2,4,4,0,,"[4, 4, 2, 0, 1, 1]"
GRB091104,25637,95373413,0,1,1,11,,"[0, 0, 1, 0, 1, 12]"
GRB091109A,25637,95373415,1,5,1,3,,"[0, 5, 3, 0, 0, 3]"
GRB091109B,25637,95373418,11,0,0,0,Simple,"[8, 0, 0, 0, 3, 3]"
GRB091112,25637,95373420,5,2,2,1,,"[7, 1, 3, 0, 1, 2]"
GRB091127,25637,95373421,7,3,5,0,,"[9, 3, 7, 0, 0, 0]"
GRB091130B,25637,95373423,4,7,2,0,,"[4, 5, 6, 0, 0, 0]"
GRB091208A,25637,95373424,1,12,0,0,Extended,"[4, 9, 1, 0, 1, 1]"
GRB091208B,25637,95373425,0,2,9,0,,"[1, 8, 3, 0, 0, 0]"
GRB091221,25637,95373426,5,3,3,0,,"[7, 1, 4, 0, 1, 1]"
GRB100111A,25637,95373427,12,2,2,0,,"[11, 4, 5, 0, 1, 1]"
GRB100117A,25637,95373429,10,1,1,0,,"[8, 1, 1, 0, 1, 1]"
GRB100119A,25637,95373431,0,5,8,2,,"[4, 1, 10, 0, 0, 2]"
GRB100205A,25637,95373433,2,2,5,2,,"[5, 2, 5, 0, 1, 3]"
GRB100206A,25637,95373435,6,0,2,1,,"[6, 0, 0, 0, 2, 3]"
GRB100212A,25637,95373437,0,5,8,0,,"[10, 2, 5, 0, 0, 0]"
GRB100213A,25637,95373438,9,0,0,0,,"[9, 0, 0, 0, 0, 0]"
GRB100213B,25637,95373439,1,6,1,0,,"[3, 5, 2, 0, 0, 1]"
GRB100219A,25637,95373440,1,0,4,5,,"[1, 0, 3, 0, 1, 7]"
GRB100302A,25637,95373441,0,5,7,2,,"[3, 0, 8, 0, 2, 5]"
GRB100305A,25637,95373443,1,1,7,6,,"[0, 2, 6, 0, 1, 7]"
GRB100316A,25637,95373445,8,1,3,0,,"[4, 2, 2, 0, 4, 4]"
GRB100316B,25637,95373447,10,2,2,0,,"[8, 3, 2, 0, 2, 2]"
GRB100316C,25637,95373448,7,4,4,0,,"[7, 6, 4, 0, 1, 1]"
GRB100316D,25637,95373450,0,2,2,10,,"[1, 2, 2, 0, 0, 10]"
GRB100413A,25637,95373451,0,5,3,3,,"[3, 2, 3, 0, 0, 3]"
GRB100418A,25637,95373452,7,1,7,0,,"[7, 3, 2, 0, 3, 4]"
GRB100420A,25637,95373453,0,0,1,10,,"[0, 0, 1, 0, 0, 10]"
GRB100423A,25637,95373454,4,8,1,0,,"[0, 10, 2, 0, 1, 2]"
GRB100424A,25637,95373457,2,3,1,3,,"[2, 4, 4, 0, 0, 3]"
GRB100425A,25637,95373459,2,2,8,0,,"[4, 3, 5, 0, 2, 2]"
GRB100504A,25637,95373460,5,6,3,0,,"[5, 7, 7, 0, 1, 1]"
GRB100508A,25637,95373463,1,5,5,5,,"[4, 3, 6, 0, 0, 5]"
GRB100513A,25637,95373464,3,3,3,6,,"[2, 3, 3, 0, 1, 7]"
GRB100514A,25637,95373465,3,5,5,1,,"[1, 12, 3, 0, 0, 1]"
GRB100522A,25637,95373466,1,2,6,0,,"[7, 1, 3, 0, 0, 0]"
GRB100526A,25637,95373467,0,0,5,6,,"[1, 1, 5, 0, 0, 6]"
GRB100526B,25637,95373468,0,0,1,6,,"[0, 1, 1, 0, 0, 6]"
GRB100606A,25637,95373470,2,7,2,0,,"[0, 6, 6, 0, 0, 0]"
GRB100614A,25637,95373472,3,2,0,6,,"[1, 4, 0, 0, 0, 6]"
GRB100615A,25637,95373474,0,1,11,0,Other,"[0, 6, 6, 0, 1, 1]"
GRB100619A,25637,95373476,0,1,3,0,,"[2, 1, 2, 0, 0, 1]"
GRB100621A,25637,95373477,3,5,2,0,,"[5, 1, 6, 0, 0, 0]"
GRB100625A,25637,95373479,11,0,0,0,Simple,"[10, 0, 0, 0, 1, 1]"
GRB100628A,25637,95373480,7,0,1,1,,"[6, 0, 0, 0, 2, 4]"
GRB100702A,25637,95373481,13,1,0,1,,"[10, 2, 1, 0, 0, 2]"
GRB100704A,25637,95373482,2,5,1,0,,"[7, 1, 5, 0, 0, 0]"
GRB100719A,25637,95373483,5,6,2,1,,"[4, 6, 4, 0, 3, 4]"
GRB100724A,25637,95373485,14,0,1,0,Simple,"[13, 2, 1, 0, 0, 0]"
GRB100725A,25637,95373487,1,7,2,2,,"[0, 5, 4, 0, 1, 3]"
GRB100725B,25637,95373489,0,1,11,0,Other,"[5, 6, 8, 0, 0, 0]"
GRB100727A,25637,95373491,4,4,4,1,,"[2, 9, 2, 0, 0, 1]"
GRB100728A,25637,95373492,4,5,3,1,,"[3, 2, 8, 0, 0, 1]"
GRB100728B,25637,95373493,8,6,0,1,,"[3, 10, 1, 0, 0, 1]"
GRB100802A,25637,95373494,7,8,1,0,,"[1, 12, 2, 0, 1, 1]"
GRB100805A,25637,95373495,0,4,4,2,,"[2, 1, 5, 0, 1, 3]"
GRB100807A,25637,95373498,11,0,1,0,Simple,"[8, 1, 0, 0, 2, 2]"
GRB100814A,25637,95373501,0,4,6,1,,"[1, 6, 8, 0, 0, 1]"
GRB100816A,25637,95373503,14,0,0,1,Simple,"[11, 1, 0, 0, 2, 3]"
GRB100823A,25637,95373504,5,6,0,0,,"[0, 11, 2, 0, 0, 0]"
GRB100901A,25637,95373505,2,3,2,2,,"[6, 3, 2, 0, 0, 2]"
GRB100902A,25637,95373506,1,1,5,2,,"[1, 3, 2, 0, 0, 2]"
GRB100904A,25637,95373507,1,4,10,0,,"[9, 1, 7, 0, 1, 1]"
GRB100905A,25637,95373508,15,0,0,0,Simple,"[14, 0, 0, 0, 1, 1]"
GRB100906A,25637,95373509,0,3,9,0,,"[2, 7, 7, 0, 1, 1]"
GRB100915A,25637,95373511,0,2,1,4,,"[2, 0, 1, 0, 1, 6]"
GRB100917A,25637,95373515,2,3,2,1,,"[1, 4, 2, 0, 0, 2]"
GRB100924A,25637,95373517,0,1,6,1,,"[4, 1, 6, 0, 0, 1]"
GRB100928A,25637,95373518,9,0,1,1,,"[9, 2, 0, 0, 0, 1]"
GRB101008A,25637,95373519,5,8,0,0,,"[4, 8, 3, 0, 1, 1]"
GRB101011A,25637,95373520,0,6,0,0,,"[1, 5, 3, 0, 0, 0]"
GRB101017A,25637,95373521,0,9,0,1,,"[0, 7, 7, 0, 0, 1]"
GRB101020A,25637,95373522,1,1,1,8,,"[0, 2, 1, 0, 0, 8]"
GRB101023A,25637,95373524,5,2,7,0,,"[11, 6, 3, 0, 0, 0]"
GRB101024A,25637,95373527,1,2,6,0,,"[6, 2, 0, 0, 0, 0]"
GRB101030A,25637,95373528,0,4,8,0,,"[5, 5, 5, 0, 1, 1]"
GRB101117B,25637,95373530,12,0,0,0,Simple,"[8, 3, 0, 0, 1, 1]"
GRB101201A,25637,95373532,4,0,5,4,,"[3, 1, 0, 0, 5, 10]"
GRB101204A,25637,95373533,3,0,1,1,,"[3, 0, 0, 0, 1, 2]"
GRB101213A,25637,95373534,5,8,0,0,,"[0, 12, 1, 0, 0, 0]"
GRB101219A,25637,95373535,9,0,0,0,,"[6, 4, 0, 0, 0, 0]"
GRB101219B,25637,95373536,1,1,4,5,,"[2, 1, 2, 0, 1, 6]"
GRB101224A,25637,95373538,11,0,1,0,Simple,"[7, 2, 2, 0, 1, 1]"
GRB110102A,25637,95373539,0,0,10,0,,"[8, 2, 6, 0, 0, 0]"
GRB110106A,25637,95373543,10,0,0,0,,"[8, 2, 0, 0, 0, 0]"
GRB110106B,25637,95373544,1,5,7,1,,"[4, 5, 8, 0, 0, 1]"
GRB110112A,25637,95373545,10,0,3,1,,"[6, 3, 1, 0, 4, 5]"
GRB110119A,25637,95373546,1,4,7,0,,"[2, 2, 9, 0, 0, 0]"
GRB110128A,25637,95373547,1,5,4,4,,"[4, 5, 5, 0, 1, 5]"
GRB110201A,25637,95373548,4,5,5,0,,"[4, 9, 4, 0, 1, 1]"
GRB110205A,25637,95373549,1,4,3,0,,"[3, 3, 5, 0, 0, 0]"
GRB110207A,25637,95373551,0,3,7,2,,"[2, 5, 8, 0, 0, 2]"
GRB110208A,25637,95373553,7,5,3,2,,"[5, 8, 2, 0, 1, 3]"
GRB110210A,25637,95373556,0,0,0,12,Too Noisy,"[0, 0, 0, 0, 0, 12]"
GRB110212A,25637,95373558,13,0,1,0,Simple,"[12, 0, 0, 0, 2, 2]"
GRB110213A,25637,95373559,10,3,2,0,,"[9, 2, 6, 0, 0, 1]"
GRB110223A,25637,95373560,5,4,0,0,,"[2, 7, 1, 0, 0, 0]"
GRB110223B,25637,95373561,1,0,5,3,,"[2, 1, 6, 0, 1, 4]"
GRB110305A,25637,95373562,3,1,5,1,,"[8, 1, 3, 0, 1, 2]"
GRB110312A,25637,95373563,3,2,6,2,,"[3, 3, 5, 0, 1, 3]"
GRB110315A,25637,95373564,0,4,10,2,,"[5, 2, 12, 0, 0, 2]"
GRB110318A,25637,95373566,3,2,6,0,,"[8, 5, 3, 0, 0, 0]"
GRB110318B,25637,95373569,7,0,4,1,,"[9, 1, 3, 0, 0, 1]"
GRB110319A,25637,95373570,1,6,13,0,,"[12, 6, 6, 0, 0, 1]"
GRB110402A,25637,95373573,3,7,2,0,,"[5, 5, 5, 0, 1, 1]"
GRB110407A,25637,95373574,0,5,0,7,,"[0, 2, 3, 0, 1, 8]"
GRB110411A,25637,95373575,0,2,11,0,,"[9, 2, 5, 0, 0, 0]"
GRB110412A,25637,95373576,7,4,2,0,,"[3, 10, 4, 0, 0, 0]"
GRB110414A,25637,95373577,1,2,6,1,,"[4, 3, 3, 0, 1, 2]"
GRB110420A,25637,95373578,8,2,0,0,,"[9, 0, 2, 0, 0, 0]"
GRB110420B,25637,95373579,10,0,5,1,,"[8, 1, 0, 0, 4, 6]"
GRB110422A,25637,95373583,6,4,1,0,,"[7, 3, 5, 0, 0, 0]"
GRB110503A,25637,95373584,12,4,1,0,,"[10, 7, 1, 0, 1, 1]"
GRB110519A,25637,95373586,8,4,0,0,,"[0, 12, 0, 0, 0, 0]"
GRB110520A,25637,95373587,4,6,0,0,,"[2, 8, 2, 0, 0, 0]"
GRB110521A,25637,95373588,3,7,2,3,,"[7, 4, 4, 0, 0, 3]"
GRB110530A,25637,95373589,1,3,5,1,,"[1, 1, 6, 0, 0, 1]"
GRB110610A,25637,95373590,0,2,8,0,,"[4, 2, 8, 0, 1, 1]"
GRB110625A,25637,95373591,1,3,7,0,,"[6, 1, 5, 0, 0, 0]"
GRB110709A,25637,95373592,0,2,6,1,,"[2, 1, 7, 0, 0, 1]"
GRB110709B,25637,95373595,0,0,10,0,,"[9, 2, 5, 0, 0, 0]"
GRB110715A,25637,95373598,6,3,2,0,,"[9, 3, 2, 0, 0, 0]"
GRB110719A,25637,95373600,0,4,3,0,,"[0, 3, 6, 0, 0, 0]"
GRB110726A,25637,95373601,15,0,0,0,Simple,"[14, 1, 0, 0, 0, 0]"
GRB110731A,25637,95373602,6,9,1,0,,"[6, 9, 3, 0, 1, 1]"
GRB110801A,25637,95373603,0,3,12,2,,"[8, 8, 6, 0, 1, 3]"
GRB110808A,25637,95373604,3,5,1,1,,"[0, 6, 2, 0, 0, 2]"
GRB110818A,25637,95373605,0,5,3,1,,"[0, 4, 4, 0, 0, 1]"
GRB110820A,25637,95373606,1,5,2,5,,"[3, 4, 3, 0, 1, 7]"
GRB110827A,25637,95373607,0,1,4,2,,"[1, 1, 2, 0, 2, 4]"
GRB110915A,25637,95373609,0,2,4,1,,"[2, 0, 3, 0, 1, 2]"
GRB110921A,25637,95373612,3,1,6,2,,"[2, 1, 6, 0, 2, 4]"
GRB110928A,25637,95373614,2,0,2,6,,"[3, 0, 3, 0, 0, 6]"
GRB111005A,25637,95373616,0,4,2,2,,"[2, 0, 5, 0, 0, 2]"
GRB111008A,25637,95373617,0,5,5,1,,"[8, 1, 2, 0, 0, 1]"
GRB111016A,25637,95373618,0,0,4,9,,"[2, 1, 2, 0, 0, 9]"
GRB111018A,25637,95373619,0,3,8,2,,"[4, 3, 4, 0, 1, 3]"
GRB111020A,25637,95373620,6,0,0,0,,"[5, 0, 0, 0, 1, 1]"
GRB111022A,25637,95373621,12,1,4,0,,"[12, 0, 6, 0, 1, 1]"
GRB111022B,25637,95373623,0,0,1,7,,"[0, 0, 0, 0, 0, 8]"
GRB111026A,25637,95373626,7,1,0,0,,"[5, 3, 0, 0, 0, 0]"
GRB111029A,25637,95373627,4,3,1,1,,"[5, 2, 2, 0, 0, 1]"
GRB111103A,25637,95373629,1,1,6,2,,"[3, 2, 5, 0, 0, 2]"
GRB111103B,25637,95373630,2,6,3,0,,"[7, 5, 5, 0, 0, 0]"
GRB111107A,25637,95373631,5,9,0,1,,"[1, 13, 0, 0, 0, 1]"
GRB111109A,25637,95373633,2,3,8,1,,"[7, 4, 3, 0, 1, 3]"
GRB111117A,25637,95373634,8,0,1,0,,"[5, 1, 1, 0, 1, 2]"
GRB111121A,25637,95373635,4,5,0,1,,"[6, 2, 3, 0, 1, 2]"
GRB111123A,25637,95373638,0,7,3,1,,"[3, 3, 8, 0, 0, 1]"
GRB111129A,25637,95373640,0,0,6,1,,"[4, 0, 1, 0, 0, 1]"
GRB111204A,25637,95373642,3,6,3,2,,"[2, 5, 5, 0, 1, 3]"
GRB111209A,25637,95373643,0,1,1,7,,"[0, 1, 2, 0, 0, 7]"
GRB111210A,25637,95373644,2,1,10,1,,"[5, 2, 5, 0, 3, 4]"
GRB111212A,25637,95373645,1,4,1,3,,"[1, 5, 1, 0, 0, 3]"
GRB111215A,25637,95373646,0,0,1,15,Too Noisy,"[1, 0, 1, 0, 0, 15]"
GRB111225A,25637,95373647,2,3,0,1,,"[2, 4, 1, 0, 0, 1]"
GRB111228A,25637,95373648,0,1,10,0,,"[8, 1, 3, 0, 0, 0]"
GRB111229A,25637,95373651,4,4,2,0,,"[5, 3, 3, 0, 2, 2]"
GRB120102A,25637,95373653,6,1,4,1,,"[7, 4, 3, 0, 0, 2]"
GRB120106A,25637,95373655,2,5,1,0,,"[4, 2, 2, 0, 0, 0]"
GRB120116A,25637,95373657,0,5,6,0,,"[5, 9, 6, 0, 0, 0]"
GRB120118B,25637,95373658,8,2,2,0,,"[3, 7, 2, 0, 0, 0]"
GRB120119A,25637,95373659,6,4,0,1,,"[7, 2, 1, 0, 0, 1]"
GRB120121A,25637,95373660,2,3,2,2,,"[1, 1, 3, 0, 0, 2]"
GRB120211A,25637,95373661,0,1,3,5,,"[1, 0, 3, 0, 0, 6]"
GRB120212A,25637,95373662,9,1,1,0,,"[3, 8, 1, 0, 0, 0]"
GRB120213A,25637,95373663,1,8,0,0,,"[0, 9, 0, 0, 0, 0]"
GRB120215A,25637,95373666,3,2,4,3,,"[4, 3, 3, 0, 1, 4]"
GRB120218A,25637,95373667,0,1,9,0,,"[3, 2, 8, 0, 0, 0]"
GRB120219A,25637,95373670,0,4,0,10,,"[0, 3, 3, 0, 0, 10]"
GRB120224A,25637,95373671,4,5,1,0,,"[3, 5, 3, 0, 0, 0]"
GRB120229A,25637,95373673,15,0,1,0,Simple,"[13, 2, 0, 0, 1, 1]"
GRB120305A,25637,95373674,5,0,0,1,,"[5, 0, 0, 0, 0, 1]"
GRB120308A,25637,95373675,5,4,0,0,,"[7, 2, 4, 0, 0, 0]"
GRB120311A,25637,95373676,8,1,0,0,,"[6, 0, 2, 0, 0, 0]"
GRB120311B,25637,95373678,0,3,5,1,,"[5, 1, 4, 0, 0, 1]"
GRB120312A,25637,95373681,1,5,2,1,,"[3, 5, 5, 0, 0, 1]"
GRB120320A,25637,95373683,0,0,8,7,,"[4, 0, 3, 0, 1, 8]"
GRB120324A,25637,95373684,2,3,6,1,,"[2, 4, 8, 0, 2, 3]"
GRB120326A,25637,95373685,8,2,3,0,,"[8, 7, 2, 0, 2, 3]"
GRB120327A,25637,95373686,1,3,6,0,,"[5, 3, 4, 0, 0, 0]"
GRB120328A,25637,95373687,0,1,7,2,,"[3, 1, 5, 0, 0, 2]"
GRB120401A,25637,95373689,0,2,1,9,,"[0, 0, 2, 0, 0, 10]"
GRB120403A,25637,95373690,14,0,0,0,Simple,"[12, 1, 2, 0, 0, 0]"
GRB120403B,25637,95373694,3,0,6,1,,"[4, 2, 1, 0, 2, 3]"
GRB120404A,25637,95373696,3,3,0,1,,"[0, 5, 1, 0, 0, 1]"
GRB120422A,25637,95373697,1,3,6,1,,"[4, 1, 7, 0, 0, 1]"
GRB120514A,25637,95373698,3,7,2,1,,"[5, 4, 4, 0, 0, 2]"
