Burst_Name,Burst_Image,BurstID,Simple,Extended,Other,Too Noisy,Verify,Follow
GRB090129,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090129_341504.png,95373306,31,16,3,3,,"[5, 44, 1, 0, 0, 3]"
GRB090201,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090201_341749.png,95373307,2,4,18,1,,"[11, 20, 11, 0, 1, 2]"
GRB090205,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090205_342121.png,95373309,14,2,3,0,,"[14, 2, 3, 0, 1, 1]"
GRB090301A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090301A_344582.png,95373311,1,4,18,0,,"[8, 5, 16, 0, 2, 2]"
GRB090305A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090305A_345127.png,95373313,20,0,3,1,Simple,"[12, 5, 2, 0, 5, 6]"
GRB090307A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090307A_345551.png,95373314,3,4,16,29,,"[9, 1, 12, 0, 5, 34]"
GRB090308A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090308A_345777.png,95373316,3,3,19,22,,"[9, 3, 9, 0, 5, 30]"
GRB090309A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090309A_345945.png,95373317,12,2,0,0,Simple,"[9, 3, 0, 0, 1, 1]"
GRB090313,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090313_346386.png,95373318,6,2,12,32,,"[9, 1, 8, 0, 3, 35]"
GRB090401A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090401A_348128.png,95373321,7,2,21,0,,"[14, 2, 18, 0, 2, 3]"
GRB090401B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090401B_348152.png,95373323,22,15,1,3,,"[14, 17, 5, 0, 3, 6]"
GRB090404,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090404_348428.png,95373324,1,4,14,2,,"[9, 6, 12, 0, 1, 3]"
GRB090407,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090407_348650.png,95373326,3,11,14,22,,"[10, 6, 11, 0, 4, 29]"
GRB090410,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090410_348929.png,95373327,4,5,15,1,,"[15, 5, 7, 0, 1, 2]"
GRB090417A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090417A_349447.png,95373328,14,1,12,13,,"[12, 1, 1, 0, 12, 26]"
GRB090417B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090417B_349450.png,95373330,0,0,0,13,Too Noisy,"[0, 0, 0, 0, 0, 13]"
GRB090418A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090418A_349510.png,95373331,0,14,23,6,,"[17, 7, 28, 0, 1, 8]"
GRB090419,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090419_349592.png,95373332,0,0,1,12,Too Noisy,"[0, 0, 0, 0, 1, 13]"
GRB090422,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090422_349931.png,95373334,2,6,22,1,,"[18, 12, 7, 0, 0, 1]"
GRB090423,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090423_350184.png,95373336,15,2,3,0,,"[13, 3, 5, 0, 2, 2]"
GRB090424,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090424_350311.png,95373338,25,21,7,2,,"[27, 20, 15, 0, 2, 5]"
GRB090426,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090426_350479.png,95373340,11,0,1,1,Simple,"[7, 3, 1, 0, 1, 2]"
GRB090429A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090429A_350853.png,95373341,16,22,6,6,,"[15, 13, 16, 0, 4, 14]"
GRB090429B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090429B_350854.png,95373342,11,1,0,0,Simple,"[10, 1, 1, 0, 1, 1]"
GRB090509,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090509_351525.png,95373344,5,6,18,19,,"[12, 8, 12, 0, 3, 24]"
GRB090510,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090510_351588.png,95373345,22,9,2,4,,"[22, 9, 4, 0, 1, 5]"
GRB090515,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090515_352108.png,95373346,14,1,3,2,,"[9, 3, 0, 0, 5, 7]"
GRB090516A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090516A_352190.png,95373347,8,17,9,7,,"[10, 10, 16, 0, 2, 12]"
GRB090518,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090518_352420.png,95373350,34,22,2,0,,"[37, 12, 7, 0, 2, 3]"
GRB090519,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090519_352648.png,95373351,6,22,14,10,,"[4, 17, 24, 0, 4, 15]"
GRB090529A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090529A_353540.png,95373352,9,22,11,15,,"[2, 26, 9, 0, 6, 24]"
GRB090530,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090530_353567.png,95373354,5,15,3,0,,"[6, 15, 8, 0, 2, 2]"
GRB090531A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090531A_353627.png,95373355,20,4,7,1,,"[25, 3, 5, 0, 0, 1]"
GRB090531B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090531B_353728.png,95373357,8,17,13,4,,"[19, 8, 19, 0, 1, 6]"
GRB090607,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090607_354299.png,95373358,18,11,19,4,,"[32, 2, 14, 0, 3, 7]"
GRB090618,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090618_355083.png,95373359,0,7,21,1,,"[7, 12, 20, 0, 1, 2]"
GRB090621A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090621A_355303.png,95373361,20,2,22,7,,"[17, 6, 5, 0, 19, 29]"
GRB090621B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090621B_355359.png,95373365,21,0,5,2,,"[17, 1, 2, 0, 7, 9]"
GRB090628,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090628_355942.png,95373366,11,9,16,2,,"[13, 9, 19, 0, 3, 7]"
GRB090708,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090708_356776.png,95373368,26,5,18,3,,"[31, 8, 14, 0, 6, 9]"
GRB090709A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090709A_356890.png,95373369,27,8,9,6,,"[29, 6, 18, 0, 0, 6]"
GRB090709B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090709B_356912.png,95373370,13,13,11,2,,"[11, 12, 14, 0, 2, 4]"
GRB090712,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090712_357072.png,95373372,18,9,9,4,,"[21, 3, 11, 0, 4, 9]"
GRB090715A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090715A_357498.png,95373373,17,21,4,1,,"[21, 14, 12, 0, 1, 2]"
GRB090715B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090715B_357512.png,95373374,5,19,24,6,,"[36, 5, 21, 0, 1, 7]"
GRB090720A,,95373376,20,1,1,1,Simple,"[17, 3, 0, 0, 2, 3]"
GRB090726,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090726_358422.png,95373379,7,10,17,12,,"[15, 5, 15, 0, 1, 13]"
GRB090727,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090727_358520.png,95373380,9,17,11,13,,"[11, 20, 16, 0, 1, 19]"
GRB090728,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090728_358574.png,95373382,22,20,6,5,,"[7, 29, 12, 0, 3, 8]"
GRB090807A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090807A_359378.png,95373384,2,4,16,26,,"[5, 1, 17, 0, 1, 28]"
GRB090809A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090809A_359530.png,95373385,15,3,3,0,,"[19, 0, 2, 0, 1, 1]"
GRB090812,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090812_359711.png,95373386,6,18,20,6,,"[15, 7, 26, 0, 5, 11]"
GRB090813,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090813_359884.png,95373387,10,10,24,4,,"[24, 14, 15, 0, 0, 4]"
GRB090814A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090814A_359951.png,95373389,2,5,16,23,,"[2, 7, 8, 0, 4, 32]"
GRB090827,,95373391,16,0,2,0,Simple,"[13, 2, 0, 0, 3, 3]"
GRB090831C,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090831C_361489.png,95373393,15,21,4,7,,"[15, 13, 12, 0, 4, 12]"
GRB090904A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090904A_361830.png,95373394,16,11,10,3,,"[9, 23, 16, 0, 1, 5]"
GRB090904B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090904B_361831.png,95373396,0,6,19,2,,"[7, 1, 15, 0, 2, 5]"
GRB090912,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090912_362633.png,95373398,7,12,27,2,,"[17, 27, 25, 0, 1, 5]"
GRB090916,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090916_362818.png,95373399,4,12,0,2,,"[1, 8, 8, 0, 3, 5]"
GRB090926B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090926B_370791.png,95373400,24,23,1,5,,"[5, 40, 4, 0, 1, 6]"
GRB090927,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090927_370846.png,95373401,12,0,0,0,Simple,"[5, 7, 1, 0, 0, 0]"
GRB090929B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB090929B_371050.png,95373403,11,18,17,5,,"[20, 7, 19, 0, 2, 9]"
GRB091018,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB091018_373172.png,95373405,12,1,0,0,Simple,"[6, 5, 0, 0, 1, 1]"
GRB091020,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB091020_373458.png,95373406,25,20,10,3,,"[20, 30, 24, 0, 2, 5]"
GRB091024,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB091024_373674.png,95373408,2,18,19,4,,"[6, 27, 17, 0, 0, 4]"
GRB091026,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB091026_373871.png,95373409,34,20,2,2,,"[17, 35, 4, 0, 2, 4]"
GRB091029,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB091029_374210.png,95373411,1,3,14,3,,"[13, 2, 8, 0, 0, 3]"
GRB091102,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB091102_374598.png,95373412,7,6,13,1,,"[11, 7, 9, 0, 1, 2]"
GRB091104,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB091104_374875.png,95373413,1,1,3,16,,"[2, 1, 3, 0, 2, 18]"
GRB091109A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB091109A_375246.png,95373415,6,13,9,8,,"[7, 16, 15, 0, 1, 9]"
GRB091109B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB091109B_375409.png,95373418,11,0,0,0,Simple,"[8, 0, 0, 0, 3, 3]"
GRB091112,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB091112_375659.png,95373420,28,4,11,3,,"[31, 1, 11, 0, 4, 7]"
GRB091127,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB091127_377179.png,95373421,25,11,17,2,,"[22, 18, 22, 0, 5, 7]"
GRB091130B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB091130B_377487.png,95373423,19,18,8,2,,"[16, 18, 22, 0, 0, 2]"
GRB091208A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB091208A_378554.png,95373424,1,12,0,0,Extended,"[4, 9, 1, 0, 1, 1]"
GRB091208B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB091208B_378559.png,95373425,1,4,14,0,,"[4, 13, 7, 0, 0, 0]"
GRB091221,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB091221_380311.png,95373426,16,8,16,2,,"[22, 5, 19, 0, 2, 4]"
GRB100111A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100111A_382399.png,95373427,16,2,3,2,,"[13, 5, 5, 0, 2, 4]"
GRB100117A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100117A_382941.png,95373429,13,1,1,0,Simple,"[10, 2, 1, 0, 1, 1]"
GRB100119A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100119A_383063.png,95373431,1,5,18,3,,"[8, 1, 19, 0, 0, 3]"
GRB100205A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100205A_411248.png,95373433,4,3,12,3,,"[8, 2, 10, 0, 4, 8]"
GRB100206A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100206A_411412.png,95373435,11,0,2,2,,"[10, 0, 0, 0, 3, 5]"
GRB100212A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100212A_412081.png,95373437,5,14,22,4,,"[26, 6, 19, 0, 1, 5]"
GRB100213A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100213A_412217.png,95373438,11,0,0,0,Simple,"[10, 0, 0, 0, 1, 1]"
GRB100213B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100213B_412220.png,95373439,4,15,3,0,,"[3, 15, 8, 0, 0, 1]"
GRB100219A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100219A_412982.png,95373440,11,6,17,18,,"[12, 2, 19, 0, 6, 25]"
GRB100302A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100302A_414592.png,95373441,3,6,15,4,,"[5, 0, 14, 0, 5, 10]"
GRB100305A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100305A_414905.png,95373443,7,5,19,19,,"[10, 5, 14, 0, 6, 26]"
GRB100316A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100316A_416076.png,95373445,33,2,9,2,,"[21, 8, 10, 0, 5, 8]"
GRB100316B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100316B_416103.png,95373447,19,3,5,0,,"[11, 9, 4, 0, 4, 4]"
GRB100316C,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100316C_416115.png,95373448,29,7,10,2,,"[21, 17, 11, 0, 3, 7]"
GRB100316D,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100316D_416135.png,95373450,0,3,2,18,,"[2, 2, 2, 0, 0, 18]"
GRB100413A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100413A_419404.png,95373451,3,13,20,14,,"[13, 9, 18, 0, 4, 19]"
GRB100418A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100418A_419797.png,95373452,23,5,18,3,,"[27, 9, 11, 0, 6, 10]"
GRB100420A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100420A_419932.png,95373453,0,0,1,11,Too Noisy,"[0, 0, 1, 0, 0, 11]"
GRB100423A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100423A_420247.png,95373454,14,27,2,1,,"[0, 39, 4, 0, 1, 3]"
GRB100424A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100424A_420367.png,95373457,8,8,9,21,,"[7, 9, 14, 0, 3, 24]"
GRB100425A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100425A_420398.png,95373459,6,14,21,3,,"[17, 14, 17, 0, 4, 8]"
GRB100504A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100504A_421124.png,95373460,12,25,6,6,,"[16, 18, 18, 0, 3, 9]"
GRB100508A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100508A_421386.png,95373463,5,11,12,18,,"[12, 7, 13, 0, 2, 21]"
GRB100513A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100513A_421814.png,95373464,12,6,15,13,,"[8, 7, 13, 0, 4, 20]"
GRB100514A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100514A_421962.png,95373465,15,17,12,3,,"[3, 32, 15, 0, 0, 3]"
GRB100522A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100522A_422783.png,95373466,1,4,12,1,,"[10, 7, 4, 0, 1, 2]"
GRB100526A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100526A_423181.png,95373467,1,2,20,23,,"[5, 3, 17, 0, 2, 25]"
GRB100526B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100526B_423184.png,95373468,2,1,12,26,,"[6, 2, 9, 0, 3, 29]"
GRB100606A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100606A_424031.png,95373470,3,13,4,1,,"[2, 14, 11, 0, 0, 1]"
GRB100614A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100614A_424716.png,95373472,14,9,9,16,,"[7, 15, 12, 0, 2, 21]"
GRB100615A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100615A_424733.png,95373474,0,1,11,0,Other,"[0, 6, 6, 0, 1, 1]"
GRB100619A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100619A_424998.png,95373476,1,1,8,1,,"[6, 2, 4, 0, 0, 2]"
GRB100621A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100621A_425151.png,95373477,20,14,12,5,,"[30, 6, 23, 0, 1, 6]"
GRB100625A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100625A_425647.png,95373479,11,0,0,0,Simple,"[10, 0, 0, 0, 1, 1]"
GRB100628A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100628A_426114.png,95373480,15,1,3,1,,"[13, 0, 1, 0, 5, 7]"
GRB100702A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100702A_426438.png,95373481,13,1,0,1,Simple,"[10, 2, 1, 0, 0, 2]"
GRB100704A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100704A_426722.png,95373482,7,17,14,3,,"[30, 3, 22, 0, 1, 4]"
GRB100719A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100719A_429357.png,95373483,12,16,11,6,,"[9, 14, 16, 0, 6, 12]"
GRB100724A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100724A_429868.png,95373485,14,0,1,0,Simple,"[13, 2, 1, 0, 0, 0]"
GRB100725A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100725A_429954.png,95373487,5,23,12,6,,"[7, 21, 17, 0, 4, 12]"
GRB100725B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100725B_429969.png,95373489,0,1,11,0,Other,"[5, 6, 8, 0, 0, 0]"
GRB100727A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100727A_430094.png,95373491,17,12,10,5,,"[5, 29, 14, 0, 0, 5]"
GRB100728A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100728A_430151.png,95373492,13,13,14,4,,"[14, 6, 21, 0, 4, 8]"
GRB100728B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100728B_430172.png,95373493,23,18,1,2,,"[7, 26, 6, 0, 1, 4]"
GRB100802A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100802A_430603.png,95373494,16,29,6,3,,"[5, 38, 10, 0, 5, 9]"
GRB100805A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100805A_430957.png,95373495,6,13,22,7,,"[14, 2, 26, 0, 4, 11]"
GRB100807A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100807A_431128.png,95373498,11,0,1,0,Simple,"[8, 1, 0, 0, 2, 2]"
GRB100814A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100814A_431605.png,95373501,5,20,24,3,,"[9, 27, 32, 0, 1, 4]"
GRB100816A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100816A_431764.png,95373503,14,0,0,1,Simple,"[11, 1, 0, 0, 2, 3]"
GRB100823A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100823A_432420.png,95373504,27,18,0,1,,"[1, 40, 5, 0, 0, 1]"
GRB100901A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100901A_433065.png,95373505,6,7,11,20,,"[15, 5, 12, 0, 1, 24]"
GRB100902A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100902A_433160.png,95373506,1,1,11,2,,"[1, 7, 6, 0, 0, 2]"
GRB100904A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100904A_433273.png,95373507,4,4,16,0,,"[13, 2, 13, 0, 1, 1]"
GRB100905A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100905A_433442.png,95373508,15,0,0,0,Simple,"[14, 0, 0, 0, 1, 1]"
GRB100906A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100906A_433509.png,95373509,2,5,16,0,,"[5, 13, 13, 0, 1, 1]"
GRB100915A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100915A_434178.png,95373511,5,6,9,30,,"[10, 1, 5, 0, 4, 37]"
GRB100917A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100917A_434360.png,95373515,7,12,9,6,,"[3, 17, 11, 0, 3, 11]"
GRB100924A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100924A_434843.png,95373517,0,1,11,1,Other,"[5, 4, 8, 0, 1, 2]"
GRB100928A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB100928A_435160.png,95373518,15,0,1,1,Simple,"[15, 2, 0, 0, 0, 1]"
GRB101008A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB101008A_435903.png,95373519,15,22,2,5,,"[11, 23, 7, 0, 1, 6]"
GRB101011A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB101011A_436094.png,95373520,2,11,2,1,,"[1, 13, 4, 0, 0, 1]"
GRB101017A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB101017A_436429.png,95373521,2,16,1,3,,"[0, 16, 10, 0, 0, 3]"
GRB101020A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB101020A_436737.png,95373522,6,2,12,30,,"[4, 6, 7, 0, 2, 33]"
GRB101023A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB101023A_436981.png,95373524,21,10,30,3,,"[39, 20, 21, 0, 2, 5]"
GRB101024A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB101024A_437016.png,95373527,1,2,12,0,Other,"[11, 3, 4, 0, 0, 0]"
GRB101030A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB101030A_437408.png,95373528,6,13,27,4,,"[22, 17, 18, 0, 2, 6]"
GRB101117B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB101117B_438675.png,95373530,12,0,0,0,Simple,"[8, 3, 0, 0, 1, 1]"
GRB101201A,,95373532,11,1,17,10,,"[5, 1, 3, 0, 18, 30]"
GRB101204A,,95373533,18,1,14,5,,"[14, 3, 3, 0, 12, 19]"
GRB101213A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB101213A_440285.png,95373534,14,31,1,5,,"[1, 42, 5, 0, 1, 6]"
GRB101219A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB101219A_440606.png,95373535,11,1,0,0,Simple,"[8, 5, 0, 0, 0, 0]"
GRB101219B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB101219B_440635.png,95373536,6,2,18,19,,"[8, 2, 11, 0, 5, 25]"
GRB101224A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB101224A_440955.png,95373538,11,0,1,0,Simple,"[7, 2, 2, 0, 1, 1]"
GRB110102A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB110102A_441454.png,95373539,0,0,11,0,Other,"[9, 3, 6, 0, 0, 0]"
GRB110106A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB110106A_441664.png,95373543,12,1,0,0,Simple,"[9, 4, 0, 0, 0, 0]"
GRB110106B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB110106B_441676.png,95373544,1,6,19,1,,"[8, 7, 18, 0, 0, 1]"
GRB110112A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB110112A_442039.png,95373545,15,0,3,1,,"[10, 3, 1, 0, 5, 6]"
GRB110119A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB110119A_442978.png,95373546,1,4,16,1,,"[5, 2, 15, 0, 1, 2]"
GRB110128A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB110128A_443861.png,95373547,13,10,17,8,,"[12, 12, 20, 0, 4, 12]"
GRB110201A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB110201A_444230.png,95373548,14,16,12,2,,"[9, 29, 11, 0, 2, 4]"
GRB110205A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB110205A_444643.png,95373549,4,4,15,2,,"[11, 5, 14, 0, 1, 3]"
GRB110207A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB110207A_444912.png,95373551,0,3,15,4,,"[2, 6, 14, 0, 1, 5]"
GRB110208A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB110208A_445038.png,95373553,20,15,7,4,,"[14, 15, 12, 0, 5, 9]"
GRB110210A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB110210A_445141.png,95373556,0,0,0,12,Too Noisy,"[0, 0, 0, 0, 0, 12]"
GRB110212A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB110212A_445321.png,95373558,13,0,1,0,Simple,"[12, 0, 0, 0, 2, 2]"
GRB110213A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB110213A_445414.png,95373559,26,6,13,2,,"[30, 10, 21, 0, 1, 4]"
GRB110223A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB110223A_446674.png,95373560,21,15,4,3,,"[7, 31, 3, 0, 3, 6]"
GRB110223B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB110223B_446677.png,95373561,4,7,27,13,,"[14, 4, 24, 0, 6, 21]"
GRB110305A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB110305A_448229.png,95373562,4,1,12,2,,"[11, 1, 11, 0, 1, 3]"
GRB110312A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB110312A_449074.png,95373563,13,9,18,7,,"[18, 5, 16, 0, 4, 11]"
GRB110315A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB110315A_449399.png,95373564,0,5,16,4,,"[8, 4, 16, 0, 1, 5]"
